C01 TITLE: CO event sampling data 
C02 FILE NAME: poc9xxx00.noaa.am.fl.co.25s.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 893
C05 HEADER LINES: 32
C06 DATA VERSION: 201708
C07 STATION NAME: Pacific Ocean 
C08 STATION CATEGORY: 
C09 OBSERVATION CATEGORY: Air sampling observation by a mobile platform
C10 COUNTRY/TERRITORY: United States of America
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: 
C13 LONGITUDE: 
C14 ALTITUDE: 10
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: paul.c.novelli@noaa.gov
C18 PARAMETER: CO
C19 COVERING PERIOD: 1988-07-21 2016-12-27
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: ppb
C22 MEASUREMENT METHOD: GC-HgO
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: WMO CO scale
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31
C32   DATE  TIME       DATE  TIME     LAT      LON     ALT         CO    ND      SD     F CS       REM
1988-07-21 22:25 9999-99-99 99:99 -25.000 -175.100    20.0 -99999.999 -9999 -99999.   R..  0   3186-86
1988-08-03 11:06 9999-99-99 99:99 -25.000 -179.130    20.0 -99999.999 -9999 -99999.   R..  0   3070-86
1989-01-24 11:19 9999-99-99 99:99 -25.000  176.870    20.0 -99999.999 -9999 -99999.   *..  0   3024-70
1989-01-24 11:19 9999-99-99 99:99 -25.000  176.870    20.0 -99999.999 -9999 -99999.   *..  0   3024-70
1989-01-24 11:19 9999-99-99 99:99 -25.000  176.870    20.0 -99999.999 -9999 -99999.   *..  0   3024-70
1989-02-06 19:19 9999-99-99 99:99 -24.020 -178.730    20.0 -99999.999 -9999 -99999.   *..  0   3114-70
1989-02-06 19:19 9999-99-99 99:99 -24.020 -178.730    20.0 -99999.999 -9999 -99999.   *..  0   3114-70
1989-04-25 17:33 9999-99-99 99:99 -25.050  176.920    20.0     82.180 -9999 -99999.   W..  0   3176-70
1989-04-25 17:33 9999-99-99 99:99 -25.050  176.920    20.0     82.320 -9999 -99999.   W..  0   3176-70
1989-05-06 04:28 9999-99-99 99:99 -25.000 -179.200    20.0     92.060 -9999 -99999.   W..  0   3114-70
1989-05-06 04:28 9999-99-99 99:99 -25.000 -179.200    20.0 -99999.999 -9999 -99999.   *..  0   3114-70
1989-06-10 06:58 9999-99-99 99:99 -25.000  176.930    20.0     98.360 -9999 -99999.   W..  0   3190-70
1989-06-10 06:58 9999-99-99 99:99 -25.000  176.930    20.0     99.140 -9999 -99999.   W..  0   3190-70
1989-06-10 06:58 9999-99-99 99:99 -25.000  176.930    20.0    100.870 -9999 -99999.   W..  0   3190-70
1989-06-23 05:41 9999-99-99 99:99 -24.880 -179.030    20.0    106.440 -9999 -99999.   W..  0   3104-70
1989-09-16 04:00 9999-99-99 99:99 -25.000  176.870    20.0    138.080 -9999 -99999.   W..  0   3086-70
1989-09-29 01:42 9999-99-99 99:99 -25.000  176.930    20.0    131.920 -9999 -99999.   W..  0   3080-70
1989-09-29 01:42 9999-99-99 99:99 -25.000  176.930    20.0    131.740 -9999 -99999.   W..  0   3080-70
1989-11-07 20:14 9999-99-99 99:99 -25.000  175.870    20.0 -99999.999 -9999 -99999.   *..  0   3126-70
1989-11-07 20:14 9999-99-99 99:99 -25.000  175.870    20.0 -99999.999 -9999 -99999.   *..  0   3126-70
1989-11-22 03:56 9999-99-99 99:99 -25.000 -179.080    20.0 -99999.999 -9999 -99999.   *..  0   3186-70
1989-11-22 03:56 9999-99-99 99:99 -25.000 -179.080    20.0 -99999.999 -9999 -99999.   *..  0   3186-70
1989-12-27 07:00 9999-99-99 99:99 -25.000  176.830    20.0    109.730 -9999 -99999.   W..  0   3224-70
1989-12-27 07:00 9999-99-99 99:99 -25.000  176.830    20.0    107.970 -9999 -99999.   W..  0   3224-70
1990-01-08 01:12 9999-99-99 99:99 -25.000 -179.130    20.0     91.290 -9999 -99999.   W..  0   3038-70
1990-01-08 01:12 9999-99-99 99:99 -25.000 -179.130    20.0     90.890 -9999 -99999.   W..  0   3038-70
1990-02-09 14:00 9999-99-99 99:99 -25.000 -177.080    20.0     91.850 -9999 -99999.   W..  0   3154-70
1990-02-09 14:00 9999-99-99 99:99 -25.000 -177.080    20.0     92.060 -9999 -99999.   W..  0   3154-70
1990-02-09 14:00 9999-99-99 99:99 -25.000 -177.080    20.0     92.910 -9999 -99999.   W..  0   3154-70
1990-02-24 08:00 9999-99-99 99:99 -25.000 -162.930    20.0    109.500 -9999 -99999.   W..  0   3104-70
1990-06-05 02:57 9999-99-99 99:99 -25.000  176.970    20.0     60.190 -9999 -99999.   *..  0   6036-66
1990-06-05 02:57 9999-99-99 99:99 -25.000  176.970    20.0 -99999.999 -9999 -99999.   *..  0   6036-66
1990-06-05 08:31 9999-99-99 99:99 -26.780  176.720    20.0     62.460 -9999 -99999.   ...  0   6048-66
1990-06-05 08:31 9999-99-99 99:99 -26.780  176.720    20.0     63.150 -9999 -99999.   ...  0   6048-66
1990-06-20 13:56 9999-99-99 99:99 -25.000 -162.880    20.0     68.990 -9999 -99999.   ...  0   6074-66
1990-06-20 13:56 9999-99-99 99:99 -25.000 -162.880    20.0     65.580 -9999 -99999.   ...  0   6074-66
1990-06-20 13:56 9999-99-99 99:99 -25.000 -162.880    20.0     67.020 -9999 -99999.   ...  0   6074-66
1990-07-31 12:34 9999-99-99 99:99 -25.000 -179.000    20.0     75.140 -9999 -99999.   *.>  0   6148-66
1990-07-31 12:34 9999-99-99 99:99 -25.000 -179.000    20.0 -99999.999 -9999 -99999.   *..  0   6148-66
1990-09-05 17:15 9999-99-99 99:99 -25.000  177.070    20.0     72.500 -9999 -99999.   ...  0   6082-66
1990-09-05 17:15 9999-99-99 99:99 -25.000  177.070    20.0     71.900 -9999 -99999.   ...  0   6082-66
1990-09-18 11:24 9999-99-99 99:99 -25.000  177.000    20.0     66.830 -9999 -99999.   ...  0   6202-66
1990-10-10 10:55 9999-99-99 99:99 -25.000 -177.130    20.0     96.340 -9999 -99999.   W..  0   3067-70
1990-10-10 10:55 9999-99-99 99:99 -25.000 -177.130    20.0     96.690 -9999 -99999.   W..  0   3067-70
1990-10-21 06:25 9999-99-99 99:99 -25.000  176.850    20.0    106.920 -9999 -99999.   W..  0   3019-70
1990-10-21 06:25 9999-99-99 99:99 -25.000  176.850    20.0    106.190 -9999 -99999.   W..  0   3019-70
1990-10-24 10:00 9999-99-99 99:99 -25.000  177.070    20.0     76.350 -9999 -99999.   ...  0   6026-66
1990-10-24 10:00 9999-99-99 99:99 -25.000  177.070    20.0     75.110 -9999 -99999.   ...  0   6026-66
1990-11-07 19:05 9999-99-99 99:99 -25.000  177.000    20.0     71.590 -9999 -99999.   ...  0   6030-66
1990-11-07 19:05 9999-99-99 99:99 -25.000  177.000    20.0     71.520 -9999 -99999.   ...  0   6030-66
1990-11-26 20:45 9999-99-99 99:99 -25.000 -179.000    20.0     96.540 -9999 -99999.   W..  0   3054-70
1990-11-26 20:45 9999-99-99 99:99 -25.000 -179.000    20.0     99.760 -9999 -99999.   W..  0   3054-70
1990-12-11 09:27 9999-99-99 99:99 -25.000 -162.920    20.0     97.160 -9999 -99999.   W..  0   3184-70
1990-12-11 09:27 9999-99-99 99:99 -25.000 -162.920    20.0     96.540 -9999 -99999.   W..  0   3184-70
1990-12-31 17:15 9999-99-99 99:99 -25.000 -178.950    20.0     67.810 -9999 -99999.   ...  0   6046-66
1990-12-31 17:15 9999-99-99 99:99 -25.000 -178.950    20.0     70.380 -9999 -99999.   ...  0   6046-66
1991-01-15 04:00 9999-99-99 99:99 -25.000  176.820    20.0     84.750 -9999 -99999.   W..  0   3218-70
1991-01-15 04:00 9999-99-99 99:99 -25.000  176.820    20.0     83.750 -9999 -99999.   W..  0   3218-70
1991-01-27 03:15 9999-99-99 99:99 -25.000  176.900    20.0     89.350 -9999 -99999.   W..  0   3092-70
1991-01-27 03:15 9999-99-99 99:99 -25.000  176.900    20.0     88.180 -9999 -99999.   W..  0   3092-70
1991-02-01 06:34 9999-99-99 99:99 -25.030  176.970    20.0     62.030 -9999 -99999.   *..  0   6187-66
1991-02-01 06:34 9999-99-99 99:99 -25.030  176.970    20.0 -99999.999 -9999 -99999.   *..  0   6187-66
1991-02-10 18:10 9999-99-99 99:99 -25.020  177.000    20.0     63.670 -9999 -99999.   ...  0   6204-66
1991-02-10 18:10 9999-99-99 99:99 -25.020  177.000    20.0     62.980 -9999 -99999.   ...  0   6204-66
1991-02-28 09:30 9999-99-99 99:99 -25.000  176.900    20.0    101.860 -9999 -99999.   W..  0   3208-70
