C01 TITLE: CO event sampling data 
C02 FILE NAME: poc9xxx00.noaa.am.fl.co.30n.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 850
C05 HEADER LINES: 32
C06 DATA VERSION: 201708
C07 STATION NAME: Pacific Ocean 
C08 STATION CATEGORY: 
C09 OBSERVATION CATEGORY: Air sampling observation by a mobile platform
C10 COUNTRY/TERRITORY: United States of America
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: 
C13 LONGITUDE: 
C14 ALTITUDE: 10
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: paul.c.novelli@noaa.gov
C18 PARAMETER: CO
C19 COVERING PERIOD: 1988-07-10 2016-12-17
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: ppb
C22 MEASUREMENT METHOD: GC-HgO
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: WMO CO scale
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31
C32   DATE  TIME       DATE  TIME     LAT      LON     ALT         CO    ND      SD     F CS       REM
1988-07-10 17:25 9999-99-99 99:99  30.000 -122.320    20.0 -99999.999 -9999 -99999.   R..  0   3064-86
1988-07-10 17:25 9999-99-99 99:99  30.000 -122.320    20.0 -99999.999 -9999 -99999.   R..  0   3064-86
1988-07-10 17:25 9999-99-99 99:99  30.000 -122.320    20.0 -99999.999 -9999 -99999.   R..  0   3114-86
1988-07-10 17:25 9999-99-99 99:99  30.000 -122.320    20.0 -99999.999 -9999 -99999.   R..  0   3114-86
1988-08-13 21:17 9999-99-99 99:99  30.000 -148.180    20.0 -99999.999 -9999 -99999.   R..  0   3046-86
1988-08-13 21:17 9999-99-99 99:99  30.000 -148.180    20.0 -99999.999 -9999 -99999.   R..  0   3046-86
1989-02-15 17:40 9999-99-99 99:99  30.550 -147.300    20.0 -99999.999 -9999 -99999.   *..  0   3116-86
1989-02-15 17:40 9999-99-99 99:99  30.550 -147.300    20.0 -99999.999 -9999 -99999.   *..  0   3116-86
1989-04-13 23:12 9999-99-99 99:99  29.470 -123.970    20.0    184.740 -9999 -99999.   W..  0   3186-70
1989-04-13 23:12 9999-99-99 99:99  29.470 -123.970    20.0    189.020 -9999 -99999.   W..  0   3186-70
1989-05-16 00:10 9999-99-99 99:99  30.000 -148.120    20.0    166.620 -9999 -99999.   W..  0   3184-70
1989-05-16 00:10 9999-99-99 99:99  30.000 -148.120    20.0    162.320 -9999 -99999.   W..  0   3184-70
1989-05-29 12:14 9999-99-99 99:99  29.070 -124.670    20.0    206.660 -9999 -99999.   W..  0   3116-70
1989-05-29 12:14 9999-99-99 99:99  29.070 -124.670    20.0    203.980 -9999 -99999.   W..  0   3116-70
1989-07-03 09:56 9999-99-99 99:99  30.000 -148.120    20.0    162.050 -9999 -99999.   W..  0   3010-70
1989-07-03 09:56 9999-99-99 99:99  30.000 -148.120    20.0    164.330 -9999 -99999.   W..  0   3010-70
1989-07-14 18:25 9999-99-99 99:99  30.000 -122.380    20.0    180.810 -9999 -99999.   W..  0   3158-70
1989-07-14 18:25 9999-99-99 99:99  30.000 -122.380    20.0    185.140 -9999 -99999.   W..  0   3158-70
1989-07-14 18:25 9999-99-99 99:99  30.000 -122.380    20.0    185.350 -9999 -99999.   W..  0   3158-70
1989-08-24 09:20 9999-99-99 99:99  30.000 -148.200    20.0    166.870 -9999 -99999.   W..  0   3054-70
1989-08-24 09:20 9999-99-99 99:99  30.000 -148.200    20.0    166.720 -9999 -99999.   W..  0   3054-70
1989-08-24 09:20 9999-99-99 99:99  30.000 -148.200    20.0    167.560 -9999 -99999.   W..  0   3054-70
1989-09-03 20:30 9999-99-99 99:99  30.000 -123.280    20.0    179.330 -9999 -99999.   W..  0   3018-70
1989-09-03 20:30 9999-99-99 99:99  30.000 -123.280    20.0    178.030 -9999 -99999.   W..  0   3018-70
1989-10-11 02:28 9999-99-99 99:99  30.530 -129.150    20.0    164.190 -9999 -99999.   W..  0   3072-70
1989-10-11 02:28 9999-99-99 99:99  30.530 -129.150    20.0    163.810 -9999 -99999.   W..  0   3072-70
1989-10-25 09:00 9999-99-99 99:99  30.000 -123.470    20.0    164.730 -9999 -99999.   W..  0   3124-70
1989-10-25 09:00 9999-99-99 99:99  30.000 -123.470    20.0    165.100 -9999 -99999.   W..  0   3124-70
1989-12-03 08:10 9999-99-99 99:99  30.000 -130.630    20.0    169.970 -9999 -99999.   W..  0   3004-70
1989-12-03 08:10 9999-99-99 99:99  30.000 -130.630    20.0    169.720 -9999 -99999.   W..  0   3004-70
1989-12-14 12:30 9999-99-99 99:99  30.000 -122.950    20.0    162.680 -9999 -99999.   W..  0   3214-70
1989-12-14 12:30 9999-99-99 99:99  30.000 -122.950    20.0    162.170 -9999 -99999.   W..  0   3214-70
1990-01-17 20:32 9999-99-99 99:99  30.000 -148.170    20.0    168.620 -9999 -99999.   W..  0   3096-70
1990-01-17 20:32 9999-99-99 99:99  30.000 -148.170    20.0    168.010 -9999 -99999.   W..  0   3096-70
1990-01-28 18:35 9999-99-99 99:99  30.000 -122.920    20.0    254.470 -9999 -99999.   W.C  0   3137-70
1990-01-28 18:35 9999-99-99 99:99  30.000 -122.920    20.0    254.680 -9999 -99999.   W.C  0   3137-70
1990-01-28 18:35 9999-99-99 99:99  30.000 -122.920    20.0    251.370 -9999 -99999.   W.C  0   3138-70
1990-01-28 18:35 9999-99-99 99:99  30.000 -122.920    20.0    249.020 -9999 -99999.   W.C  0   3138-70
1990-05-22 09:09 9999-99-99 99:99  29.980 -123.530    20.0    116.060 -9999 -99999.   ...  0   6018-66
1990-05-22 09:09 9999-99-99 99:99  29.980 -123.530    20.0    110.300 -9999 -99999.   Z..  0   6018-66
1990-05-22 09:09 9999-99-99 99:99  29.980 -123.530    20.0    113.540 -9999 -99999.   ...  0   6018-66
1990-06-30 00:56 9999-99-99 99:99  30.000 -132.930    20.0    112.270 -9999 -99999.   ...  0   6030-66
1990-06-30 00:56 9999-99-99 99:99  30.000 -132.930    20.0    110.040 -9999 -99999.   ...  0   6030-66
1990-06-30 00:56 9999-99-99 99:99  30.000 -132.930    20.0    110.340 -9999 -99999.   ...  0   6030-66
1990-08-10 00:49 9999-99-99 99:99  30.000 -148.350    20.0 -99999.999 -9999 -99999.   *..  0   6132-66
1990-08-10 00:49 9999-99-99 99:99  30.000 -148.350    20.0     71.160 -9999 -99999.   ...  0   6132-66
1990-08-22 22:23 9999-99-99 99:99  30.000 -123.520    20.0     94.820 -9999 -99999.   ...  0   6136-66
1990-08-22 22:23 9999-99-99 99:99  30.000 -123.520    20.0     95.130 -9999 -99999.   ...  0   6136-66
1990-09-27 08:08 9999-99-99 99:99  30.000 -122.840    20.0    170.200 -9999 -99999.   W..  0   3023-70
1990-09-27 08:08 9999-99-99 99:99  30.000 -122.840    20.0 -99999.999 -9999 -99999.   *..  0   3023-70
1990-09-29 23:57 9999-99-99 99:99  30.000 -148.380    20.0     98.860 -9999 -99999.   .X.  0   6094-66
1990-09-29 23:57 9999-99-99 99:99  30.000 -148.380    20.0    101.270 -9999 -99999.   .X.  0   6094-66
1990-10-11 10:52 9999-99-99 99:99  30.000 -123.450    20.0    167.790 -9999 -99999.   ...  0   6274-66
1990-10-11 10:52 9999-99-99 99:99  30.000 -123.450    20.0    170.240 -9999 -99999.   ...  0   6274-66
1990-11-02 12:34 9999-99-99 99:99  30.000 -148.250    20.0    129.440 -9999 -99999.   W..  0   3080-70
1990-11-02 12:34 9999-99-99 99:99  30.000 -148.250    20.0    128.380 -9999 -99999.   W..  0   3080-70
1990-11-02 12:34 9999-99-99 99:99  30.000 -148.250    20.0    129.080 -9999 -99999.   W..  0   3080-70
1990-11-13 10:34 9999-99-99 99:99  30.000 -122.850    20.0    174.300 -9999 -99999.   W..  0   3042-70
1990-11-13 10:34 9999-99-99 99:99  30.000 -122.850    20.0    178.230 -9999 -99999.   W..  0   3042-70
1990-12-22 18:50 9999-99-99 99:99  30.000 -147.170    20.0    198.870 -9999 -99999.   W..  0   3002-70
1990-12-22 18:50 9999-99-99 99:99  30.000 -147.170    20.0    200.360 -9999 -99999.   W..  0   3002-70
1991-01-02 01:25 9999-99-99 99:99  30.000 -123.520    20.0    220.840 -9999 -99999.   W..  0   3148-70
1991-01-02 01:25 9999-99-99 99:99  30.000 -123.520    20.0    221.430 -9999 -99999.   W..  0   3148-70
1991-01-09 23:40 9999-99-99 99:99  30.000 -148.280    20.0    125.960 -9999 -99999.   ...  0   6242-66
1991-01-09 23:40 9999-99-99 99:99  30.000 -148.280    20.0    126.210 -9999 -99999.   ...  0   6242-66
