C01 TITLE: CO event sampling data 
C02 FILE NAME: poc9xxx00.noaa.am.fl.co.15s.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 893
C05 HEADER LINES: 32
C06 DATA VERSION: 201708
C07 STATION NAME: Pacific Ocean 
C08 STATION CATEGORY: 
C09 OBSERVATION CATEGORY: Air sampling observation by a mobile platform
C10 COUNTRY/TERRITORY: United States of America
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: 
C13 LONGITUDE: 
C14 ALTITUDE: 10
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: paul.c.novelli@noaa.gov
C18 PARAMETER: CO
C19 COVERING PERIOD: 1988-07-19 2016-12-25
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: ppb
C22 MEASUREMENT METHOD: GC-HgO
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: WMO CO scale
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31
C32   DATE  TIME       DATE  TIME     LAT      LON     ALT         CO    ND      SD     F CS       REM
1988-07-19 19:25 9999-99-99 99:99 -15.000 -165.380    20.0 -99999.999 -9999 -99999.   R..  0   3024-86
1988-07-19 19:25 9999-99-99 99:99 -15.000 -165.380    20.0 -99999.999 -9999 -99999.   R..  0   3024-86
1988-08-05 07:45 9999-99-99 99:99 -14.850 -174.030    20.0 -99999.999 -9999 -99999.   R..  0   3154-86
1988-08-05 07:45 9999-99-99 99:99 -14.850 -174.030    20.0 -99999.999 -9999 -99999.   R..  0   3154-86
1988-09-04 09:50 9999-99-99 99:99 -15.000 -173.150    20.0    208.640 -9999 -99999.   S..  0   3004-86
1988-09-04 09:50 9999-99-99 99:99 -15.000 -173.150    20.0    205.690 -9999 -99999.   S..  0   3004-86
1989-02-08 07:00 9999-99-99 99:99 -14.000 -173.800    20.0 -99999.999 -9999 -99999.   *..  0   3082-70
1989-02-08 07:00 9999-99-99 99:99 -14.000 -173.800    20.0 -99999.999 -9999 -99999.   *..  0   3082-70
1989-04-22 20:20 9999-99-99 99:99 -15.000 -177.200    20.0    165.000 -9999 -99999.   W..  0   3094-70
1989-04-22 20:20 9999-99-99 99:99 -15.000 -177.200    20.0    161.560 -9999 -99999.   W..  0   3094-70
1989-05-07 18:44 9999-99-99 99:99 -14.950 -174.250    20.0    114.660 -9999 -99999.   W..  0   3112-70
1989-05-07 18:44 9999-99-99 99:99 -14.950 -174.250    20.0    121.370 -9999 -99999.   W..  0   3112-70
1989-06-07 23:45 9999-99-99 99:99 -15.000 -177.250    20.0     96.470 -9999 -99999.   W..  0   3170-70
1989-06-07 23:45 9999-99-99 99:99 -15.000 -177.250    20.0     93.860 -9999 -99999.   W..  0   3170-70
1989-06-24 18:40 9999-99-99 99:99 -14.770 -174.130    20.0     99.840 -9999 -99999.   W..  0   3004-70
1989-06-24 18:40 9999-99-99 99:99 -14.770 -174.130    20.0    100.240 -9999 -99999.   W..  0   3004-70
1989-07-23 02:15 9999-99-99 99:99 -15.000 -165.470    20.0    145.820 -9999 -99999.   W..  0   3062-70
1989-07-23 02:15 9999-99-99 99:99 -15.000 -165.470    20.0    145.810 -9999 -99999.   W..  0   3062-70
1989-09-14 01:16 9999-99-99 99:99 -15.520 -177.880    20.0    134.940 -9999 -99999.   W..  0   3146-70
1989-09-14 01:16 9999-99-99 99:99 -15.520 -177.880    20.0    135.920 -9999 -99999.   W..  0   3146-70
1989-10-01 07:20 9999-99-99 99:99 -15.000 -178.030    20.0    127.990 -9999 -99999.   W..  0   3136-70
1989-11-04 21:32 9999-99-99 99:99 -15.000 -177.180    20.0    130.620 -9999 -99999.   W..  0   3108-70
1989-11-04 21:32 9999-99-99 99:99 -15.000 -177.180    20.0    132.740 -9999 -99999.   W..  0   3108-70
1989-11-23 14:00 9999-99-99 99:99 -15.000 -174.220    20.0    127.080 -9999 -99999.   W..  0   3132-70
1989-11-23 14:00 9999-99-99 99:99 -15.000 -174.220    20.0    127.490 -9999 -99999.   W..  0   3132-70
1989-12-24 05:40 9999-99-99 99:99 -15.000 -173.180    20.0    103.370 -9999 -99999.   W..  0   3208-70
1989-12-24 05:40 9999-99-99 99:99 -15.000 -173.180    20.0    103.000 -9999 -99999.   W..  0   3208-70
1990-01-09 16:45 9999-99-99 99:99 -15.000 -174.220    20.0     90.550 -9999 -99999.   W..  0   3227-70
1990-01-09 16:45 9999-99-99 99:99 -15.000 -174.220    20.0     91.180 -9999 -99999.   W..  0   3227-70
1990-01-09 16:45 9999-99-99 99:99 -15.000 -174.220    20.0     91.590 -9999 -99999.   W..  0   3227-70
1990-01-09 16:45 9999-99-99 99:99 -15.000 -174.220    20.0     91.700 -9999 -99999.   W..  0   3227-70
1990-01-09 16:45 9999-99-99 99:99 -15.000 -174.220    20.0     92.020 -9999 -99999.   W..  0   3228-70
1990-01-09 16:45 9999-99-99 99:99 -15.000 -174.220    20.0     93.370 -9999 -99999.   W..  0   3228-70
1990-06-02 05:25 9999-99-99 99:99 -15.000 -177.300    20.0     62.820 -9999 -99999.   ...  0   6020-66
1990-06-02 05:25 9999-99-99 99:99 -15.000 -177.300    20.0     60.140 -9999 -99999.   ...  0   6020-66
1990-06-02 05:25 9999-99-99 99:99 -15.000 -177.300    20.0     58.740 -9999 -99999.   ...  0   6020-66
1990-06-23 07:00 9999-99-99 99:99 -15.000 -148.830    20.0     67.110 -9999 -99999.   ...  0   6062-66
1990-06-23 07:00 9999-99-99 99:99 -15.000 -148.830    20.0     64.450 -9999 -99999.   ...  0   6062-66
1990-06-23 07:00 9999-99-99 99:99 -15.000 -148.830    20.0     63.200 -9999 -99999.   ...  0   6062-66
1990-07-19 14:52 9999-99-99 99:99 -14.980 -177.400    20.0     67.590 -9999 -99999.   ...  0   6152-66
1990-07-19 14:52 9999-99-99 99:99 -14.980 -177.400    20.0     67.950 -9999 -99999.   ...  0   6152-66
1990-08-02 10:15 9999-99-99 99:99 -15.000 -174.280    20.0 -99999.999 -9999 -99999.   *..  0   6126-66
1990-08-02 10:15 9999-99-99 99:99 -15.000 -174.280    20.0 -99999.999 -9999 -99999.   *..  0   6126-66
1990-09-02 12:34 9999-99-99 99:99 -15.000 -178.000    20.0     72.500 -9999 -99999.   *..  0   6198-66
1990-09-02 12:34 9999-99-99 99:99 -15.000 -178.000    20.0 -99999.999 -9999 -99999.   *..  0   6198-66
1990-09-02 12:34 9999-99-99 99:99 -15.000 -178.000    20.0 -99999.999 -9999 -99999.   *..  0   6198-66
1990-10-08 22:20 9999-99-99 99:99 -15.000 -171.050    20.0    107.010 -9999 -99999.   W..  0   3209-70
1990-10-08 22:20 9999-99-99 99:99 -15.000 -171.050    20.0    107.380 -9999 -99999.   W..  0   3209-70
1990-10-21 20:14 9999-99-99 99:99 -15.000 -177.380    20.0     75.880 -9999 -99999.   ...  0   6238-66
1990-10-21 20:14 9999-99-99 99:99 -15.000 -177.380    20.0     77.540 -9999 -99999.   ...  0   6238-66
1990-10-24 07:45 9999-99-99 99:99 -15.000 -178.020    20.0     92.590 -9999 -99999.   W..  0   3198-70
1990-10-24 07:45 9999-99-99 99:99 -15.000 -178.020    20.0     92.670 -9999 -99999.   W..  0   3198-70
1990-11-09 20:50 9999-99-99 99:99 -15.000 -178.230    20.0     67.950 -9999 -99999.   *..  0   6058-66
1990-11-09 20:50 9999-99-99 99:99 -15.000 -178.230    20.0 -99999.999 -9999 -99999.   *..  0   6058-66
1990-11-23 16:25 9999-99-99 99:99 -15.000 -170.580    20.0    112.120 -9999 -99999.   W..  0   3026-70
1990-11-23 16:25 9999-99-99 99:99 -15.000 -170.580    20.0    111.320 -9999 -99999.   W..  0   3026-70
1990-12-13 22:42 9999-99-99 99:99 -15.000 -173.430    20.0     73.380 -9999 -99999.   ...  0   6325-66
1990-12-13 22:42 9999-99-99 99:99 -15.000 -173.430    20.0     72.000 -9999 -99999.   ...  0   6325-66
1990-12-14 15:30 9999-99-99 99:99 -15.000 -150.300    20.0     99.890 -9999 -99999.   W..  0   3104-70
1990-12-14 15:30 9999-99-99 99:99 -15.000 -150.300    20.0     99.940 -9999 -99999.   W..  0   3104-70
1991-01-02 04:29 9999-99-99 99:99 -15.000 -174.200    20.0     64.720 -9999 -99999.   *..  0   6314-66
1991-01-02 04:29 9999-99-99 99:99 -15.000 -174.200    20.0 -99999.999 -9999 -99999.   *..  0   6314-66
1991-01-12 10:30 9999-99-99 99:99 -15.000 -177.270    20.0    177.730 -9999 -99999.   W..  0   3158-70
1991-01-12 10:30 9999-99-99 99:99 -15.000 -177.270    20.0    178.020 -9999 -99999.   W..  0   3158-70
