C01 TITLE: CO event sampling data 
C02 FILE NAME: poc9xxx00.noaa.am.fl.co.10n.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 902
C05 HEADER LINES: 32
C06 DATA VERSION: 201708
C07 STATION NAME: Pacific Ocean 
C08 STATION CATEGORY: 
C09 OBSERVATION CATEGORY: Air sampling observation by a mobile platform
C10 COUNTRY/TERRITORY: United States of America
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: 
C13 LONGITUDE: 
C14 ALTITUDE: 10
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: paul.c.novelli@noaa.gov
C18 PARAMETER: CO
C19 COVERING PERIOD: 1988-07-14 2016-12-21
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: ppb
C22 MEASUREMENT METHOD: GC-HgO
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: WMO CO scale
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31
C32   DATE  TIME       DATE  TIME     LAT      LON     ALT         CO    ND      SD     F CS       REM
1988-07-14 12:47 9999-99-99 99:99  10.000 -141.720    20.0 -99999.999 -9999 -99999.   R..  0   3066-86
1988-07-14 12:47 9999-99-99 99:99  10.000 -141.720    20.0 -99999.999 -9999 -99999.   R..  0   3066-86
1988-07-14 12:47 9999-99-99 99:99  10.000 -141.720    20.0 -99999.999 -9999 -99999.   R..  0   3106-86
1988-07-14 12:47 9999-99-99 99:99  10.000 -141.720    20.0 -99999.999 -9999 -99999.   R..  0   3106-86
1988-08-09 14:30 9999-99-99 99:99   9.980 -163.000    20.0 -99999.999 -9999 -99999.   R..  0   3018-86
1989-02-11 21:11 9999-99-99 99:99  10.000 -163.100    20.0 -99999.999 -9999 -99999.   *..  0   3168-86
1989-02-11 21:11 9999-99-99 99:99  10.000 -163.100    20.0 -99999.999 -9999 -99999.   *..  0   3168-86
1989-04-17 21:20 9999-99-99 99:99   9.500 -148.670    20.0    182.660 -9999 -99999.   W..  0   3002-70
1989-04-17 21:20 9999-99-99 99:99   9.500 -148.670    20.0    183.830 -9999 -99999.   W..  0   3002-70
1989-04-17 21:20 9999-99-99 99:99   9.500 -148.670    20.0    183.650 -9999 -99999.   W..  0   3002-70
1989-05-11 18:15 9999-99-99 99:99  10.020 -162.970    20.0    150.560 -9999 -99999.   W..  0   3084-70
1989-05-11 18:15 9999-99-99 99:99  10.020 -162.970    20.0    144.590 -9999 -99999.   W..  0   3084-70
1989-07-18 08:09 9999-99-99 99:99  10.000 -139.030    20.0    134.300 -9999 -99999.   W..  0   3230-70
1989-07-18 08:09 9999-99-99 99:99  10.000 -139.030    20.0    135.680 -9999 -99999.   W..  0   3230-70
1989-08-19 13:36 9999-99-99 99:99  10.000 -162.900    20.0    113.450 -9999 -99999.   W..  0   3024-70
1989-08-19 13:36 9999-99-99 99:99  10.000 -162.900    20.0    112.030 -9999 -99999.   W..  0   3024-70
1989-09-08 03:30 9999-99-99 99:99  10.050 -148.580    20.0    123.690 -9999 -99999.   W..  0   3192-70
1989-09-08 03:30 9999-99-99 99:99  10.050 -148.580    20.0    123.190 -9999 -99999.   W..  0   3192-70
1989-09-08 03:30 9999-99-99 99:99  10.050 -148.580    20.0    124.960 -9999 -99999.   W..  0   3192-70
1989-10-05 21:30 9999-99-99 99:99  10.000 -164.020    20.0    127.070 -9999 -99999.   W..  0   3034-70
1989-10-05 21:30 9999-99-99 99:99  10.000 -164.020    20.0    128.150 -9999 -99999.   W..  0   3034-70
1989-10-05 21:30 9999-99-99 99:99  10.000 -164.020    20.0    132.340 -9999 -99999.   W..  0   3034-70
1989-10-30 01:00 9999-99-99 99:99  10.000 -148.600    20.0    151.560 -9999 -99999.   W..  0   3122-70
1989-11-27 23:30 9999-99-99 99:99  10.000 -162.970    20.0    132.110 -9999 -99999.   W..  0   3194-70
1989-11-27 23:30 9999-99-99 99:99  10.000 -162.970    20.0    132.380 -9999 -99999.   W..  0   3194-70
1989-12-18 08:50 9999-99-99 99:99  10.000 -145.100    20.0    121.440 -9999 -99999.   W..  0   3062-70
1989-12-18 08:50 9999-99-99 99:99  10.000 -145.100    20.0    121.760 -9999 -99999.   W..  0   3062-70
1990-01-13 18:15 9999-99-99 99:99  10.000 -163.000    20.0    157.140 -9999 -99999.   W..  0   3064-70
1990-01-13 18:15 9999-99-99 99:99  10.000 -163.000    20.0    156.170 -9999 -99999.   W..  0   3064-70
1990-02-01 17:45 9999-99-99 99:99  10.000 -145.120    20.0    121.710 -9999 -99999.   W..  0   3156-70
1990-02-01 17:45 9999-99-99 99:99  10.000 -145.120    20.0    121.860 -9999 -99999.   W..  0   3156-70
1990-02-01 17:45 9999-99-99 99:99  10.000 -145.120    20.0    122.260 -9999 -99999.   W..  0   3156-70
1990-05-27 03:20 9999-99-99 99:99  10.020 -148.470    20.0    110.650 -9999 -99999.   ...  0   6002-66
1990-05-27 03:20 9999-99-99 99:99  10.020 -148.470    20.0    112.000 -9999 -99999.   ...  0   6002-66
1990-06-26 21:15 9999-99-99 99:99  10.000 -140.100    20.0     84.580 -9999 -99999.   ...  0   6052-66
1990-06-26 21:15 9999-99-99 99:99  10.000 -140.100    20.0     85.070 -9999 -99999.   ...  0   6052-66
1990-07-14 02:20 9999-99-99 99:99  10.000 -148.730    20.0     71.020 -9999 -99999.   *..  0   6144-66
1990-07-14 02:20 9999-99-99 99:99  10.000 -148.730    20.0 -99999.999 -9999 -99999.   *..  0   6144-66
1990-08-06 14:27 9999-99-99 99:99  10.030 -163.000    20.0     77.130 -9999 -99999.   ...  0   6116-66
1990-08-06 14:27 9999-99-99 99:99  10.030 -163.000    20.0     76.720 -9999 -99999.   ...  0   6116-66
1990-08-27 20:04 9999-99-99 99:99  10.000 -148.470    20.0     87.430 -9999 -99999.   ...  0   6194-66
1990-09-25 10:34 9999-99-99 99:99  10.000 -164.180    20.0     96.530 -9999 -99999.   Z..  0   6192-66
1990-09-25 10:34 9999-99-99 99:99  10.000 -164.180    20.0    100.870 -9999 -99999.   Z..  0   6192-66
1990-10-01 09:45 9999-99-99 99:99  10.000 -138.880    20.0    118.060 -9999 -99999.   W..  0   3031-70
1990-10-01 09:45 9999-99-99 99:99  10.000 -138.880    20.0    117.520 -9999 -99999.   W..  0   3031-70
1990-10-16 00:23 9999-99-99 99:99  10.000 -148.320    20.0     72.120 -9999 -99999.   ...  0   6280-66
1990-10-16 00:23 9999-99-99 99:99  10.000 -148.320    20.0     72.760 -9999 -99999.   ...  0   6280-66
1990-10-28 22:20 9999-99-99 99:99  10.000 -164.580    20.0    110.170 -9999 -99999.   W..  0   3007-70
1990-10-28 22:20 9999-99-99 99:99  10.000 -164.580    20.0    109.960 -9999 -99999.   W..  0   3007-70
1990-11-13 23:38 9999-99-99 99:99  10.000 -164.330    20.0     74.230 -9999 -99999.   ...  0   6038-66
1990-11-13 23:38 9999-99-99 99:99  10.000 -164.330    20.0     74.180 -9999 -99999.   ...  0   6038-66
1990-11-17 23:08 9999-99-99 99:99  10.000 -144.390    20.0    141.310 -9999 -99999.   W..  0   3186-70
1990-11-17 23:08 9999-99-99 99:99  10.000 -144.390    20.0    140.390 -9999 -99999.   W..  0   3186-70
1990-12-18 12:05 9999-99-99 99:99  10.000 -155.900    20.0    159.820 -9999 -99999.   W..  0   3130-70
1990-12-18 12:05 9999-99-99 99:99  10.000 -155.900    20.0    160.070 -9999 -99999.   W..  0   3130-70
1991-01-05 20:30 9999-99-99 99:99  10.000 -163.050    20.0    118.450 -9999 -99999.   ...  0   6316-66
1991-01-05 20:30 9999-99-99 99:99  10.000 -163.050    20.0    118.140 -9999 -99999.   ...  0   6316-66
1991-01-06 13:40 9999-99-99 99:99  10.000 -148.470    20.0    129.730 -9999 -99999.   W..  0   3222-70
1991-01-06 13:40 9999-99-99 99:99  10.000 -148.470    20.0    130.440 -9999 -99999.   W..  0   3222-70
1991-01-24 10:19 9999-99-99 99:99  10.000 -148.260    20.0    102.890 -9999 -99999.   ...  0   6122-66
1991-01-24 10:19 9999-99-99 99:99  10.000 -148.260    20.0    101.620 -9999 -99999.   ...  0   6122-66
1991-02-02 01:53 9999-99-99 99:99  10.000 -164.620    20.0    127.330 -9999 -99999.   W..  0   3132-70
1991-02-02 01:53 9999-99-99 99:99  10.000 -164.620    20.0    125.550 -9999 -99999.   W..  0   3132-70
1991-02-16 21:48 9999-99-99 99:99  10.000 -164.430    20.0    120.630 -9999 -99999.   ...  0   6165-66
1991-02-16 21:48 9999-99-99 99:99  10.000 -164.430    20.0    120.610 -9999 -99999.   ...  0   6165-66
1991-02-20 15:20 9999-99-99 99:99  10.000 -148.270    20.0    189.700 -9999 -99999.   W..  0   3186-70
