C01 TITLE: CO event sampling data 
C02 FILE NAME: scs9xxx00.noaa.am.fl.co.18n.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 500
C05 HEADER LINES: 32
C06 DATA VERSION: 201708
C07 STATION NAME: South China Sea 
C08 STATION CATEGORY: 
C09 OBSERVATION CATEGORY: Air sampling observation by a mobile platform
C10 COUNTRY/TERRITORY: United States of America
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: 
C13 LONGITUDE: 
C14 ALTITUDE: 15
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: paul.c.novelli@noaa.gov
C18 PARAMETER: CO
C19 COVERING PERIOD: 1991-07-08 1998-10-14
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: ppb
C22 MEASUREMENT METHOD: GC-HgO
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: WMO CO scale
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31
C32   DATE  TIME       DATE  TIME     LAT      LON     ALT         CO    ND      SD     F CS       REM
1991-07-08 00:02 9999-99-99 99:99  18.030  113.530    20.0     85.010 -9999 -99999.   ...  0   3266-66
1991-07-08 00:02 9999-99-99 99:99  18.030  113.530    20.0     85.210 -9999 -99999.   ...  0   3266-66
1991-07-10 20:55 9999-99-99 99:99  18.030  111.430    20.0     86.980 -9999 -99999.   ...  0   3256-66
1991-07-10 20:55 9999-99-99 99:99  18.030  111.430    20.0     86.120 -9999 -99999.   ...  0   3256-66
1991-07-20 16:00 9999-99-99 99:99  17.850  111.370    20.0     92.280 -9999 -99999.   ...  0   3294-66
1991-07-20 16:00 9999-99-99 99:99  17.850  111.370    20.0     93.820 -9999 -99999.   ...  0   3294-66
1991-07-23 21:50 9999-99-99 99:99  17.920  111.080    20.0     89.780 -9999 -99999.   ...  0   3278-66
1991-07-23 21:50 9999-99-99 99:99  17.920  111.080    20.0     90.640 -9999 -99999.   ...  0   3278-66
1991-08-02 01:05 9999-99-99 99:99  18.150  113.550    20.0    142.800 -9999 -99999.   ...  0   3314-66
1991-08-02 01:05 9999-99-99 99:99  18.150  113.550    20.0    142.270 -9999 -99999.   ...  0   3314-66
1991-08-04 23:52 9999-99-99 99:99  18.080  111.450    20.0     96.160 -9999 -99999.   ...  0   2332-66
1991-08-04 23:52 9999-99-99 99:99  18.080  111.450    20.0     95.430 -9999 -99999.   ...  0   2332-66
1991-08-14 04:35 9999-99-99 99:99  18.030  113.600    20.0    102.940 -9999 -99999.   ...  0   2330-66
1991-08-14 04:35 9999-99-99 99:99  18.030  113.600    20.0    102.900 -9999 -99999.   ...  0   2330-66
1991-08-17 21:25 9999-99-99 99:99  17.970  113.470    20.0    108.150 -9999 -99999.   P..  0   3033-66
1991-08-17 21:25 9999-99-99 99:99  17.970  113.470    20.0     99.900 -9999 -99999.   P..  0   3034-66
1991-08-29 18:40 9999-99-99 99:99  18.000  113.470    20.0    141.830 -9999 -99999.   ...  0   3028-66
1991-08-29 18:40 9999-99-99 99:99  18.000  113.470    20.0    142.240 -9999 -99999.   ...  0   3028-66
1991-09-08 01:44 9999-99-99 99:99  18.130  113.530    20.0    113.740 -9999 -99999.   ...  0   3102-66
1991-09-08 01:44 9999-99-99 99:99  18.130  113.530    20.0    116.920 -9999 -99999.   ...  0   3102-66
1991-09-10 20:00 9999-99-99 99:99  18.100  113.450    20.0    116.240 -9999 -99999.   ...  0   3124-66
1991-09-10 20:00 9999-99-99 99:99  18.100  113.450    20.0    115.830 -9999 -99999.   ...  0   3124-66
1991-09-23 00:00 9999-99-99 99:99  17.970  113.500    20.0    193.590 -9999 -99999.   ...  0   3031-66
1991-09-23 00:00 9999-99-99 99:99  17.970  113.500    20.0    194.790 -9999 -99999.   ...  0   3032-66
1991-09-25 20:22 9999-99-99 99:99  17.950  113.500    20.0    132.330 -9999 -99999.   ...  0   3311-66
1991-09-25 20:22 9999-99-99 99:99  17.950  113.500    20.0    134.320 -9999 -99999.   ...  0   3312-66
1991-10-04 22:06 9999-99-99 99:99  17.970  113.500    20.0     77.900 -9999 -99999.   .X.  0   3177-66
1991-10-04 22:06 9999-99-99 99:99  17.970  113.500    20.0     80.400 -9999 -99999.   .X.  0   3178-66
1991-10-07 22:16 9999-99-99 99:99  18.000  111.400    20.0    285.040 -9999 -99999.   ..C  0   3011-66
1991-10-07 22:16 9999-99-99 99:99  18.000  111.400    20.0    283.980 -9999 -99999.   ..C  0   3286-66
1991-10-16 11:30 9999-99-99 99:99  18.000  113.700    20.0    131.660 -9999 -99999.   ...  0   3315-66
1991-10-16 11:30 9999-99-99 99:99  18.000  113.700    20.0    130.400 -9999 -99999.   ...  0   3316-66
