C01 TITLE: CO event sampling data 
C02 FILE NAME: poc9xxx00.noaa.am.fl.co.15n.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 912
C05 HEADER LINES: 32
C06 DATA VERSION: 201708
C07 STATION NAME: Pacific Ocean 
C08 STATION CATEGORY: 
C09 OBSERVATION CATEGORY: Air sampling observation by a mobile platform
C10 COUNTRY/TERRITORY: United States of America
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: 
C13 LONGITUDE: 
C14 ALTITUDE: 10
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: paul.c.novelli@noaa.gov
C18 PARAMETER: CO
C19 COVERING PERIOD: 1988-07-13 2016-12-20
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: ppb
C22 MEASUREMENT METHOD: GC-HgO
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: WMO CO scale
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31
C32   DATE  TIME       DATE  TIME     LAT      LON     ALT         CO    ND      SD     F CS       REM
1988-07-13 13:40 9999-99-99 99:99  15.050 -137.030    20.0 -99999.999 -9999 -99999.   R..  0   3100-86
1988-07-13 13:40 9999-99-99 99:99  15.050 -137.030    20.0 -99999.999 -9999 -99999.   R..  0   3100-86
1988-07-13 14:00 9999-99-99 99:99  14.930 -137.080    20.0 -99999.999 -9999 -99999.   R..  0   3108-86
1988-08-10 11:56 9999-99-99 99:99  15.000 -160.750    20.0     96.370 -9999 -99999.   R..  0   3104-86
1988-08-10 11:56 9999-99-99 99:99  15.000 -160.750    20.0 -99999.999 -9999 -99999.   R..  0   3104-86
1988-08-27 20:15 9999-99-99 99:99  15.030 -139.600    20.0    187.490 -9999 -99999.   S..  0   3110-86
1988-08-27 20:15 9999-99-99 99:99  15.030 -139.600    20.0    193.260 -9999 -99999.   S..  0   3110-86
1988-12-28 06:37 9999-99-99 99:99  15.000 -161.600    20.0    177.300 -9999 -99999.   S..  0   3098-86
1988-12-28 06:37 9999-99-99 99:99  15.000 -161.600    20.0    186.570 -9999 -99999.   S..  0   3098-86
1989-04-16 20:00 9999-99-99 99:99  15.000 -142.320    20.0 -99999.999 -9999 -99999.   *..  0   3110-70
1989-04-16 20:00 9999-99-99 99:99  15.000 -142.320    20.0    177.210 -9999 -99999.   W..  0   3110-70
1989-05-12 12:30 9999-99-99 99:99  15.000 -160.780    20.0    162.010 -9999 -99999.   W..  0   3180-70
1989-05-12 12:30 9999-99-99 99:99  15.000 -160.780    20.0    156.240 -9999 -99999.   W..  0   3180-70
1989-05-12 12:30 9999-99-99 99:99  15.000 -160.780    20.0    150.980 -9999 -99999.   W..  0   3180-70
1989-06-01 07:26 9999-99-99 99:99  15.000 -142.520    20.0    227.550 -9999 -99999.   W..  0   3082-70
1989-06-01 07:26 9999-99-99 99:99  15.000 -142.520    20.0    215.220 -9999 -99999.   W..  0   3082-70
1989-06-29 08:02 9999-99-99 99:99  15.000 -160.850    20.0    127.140 -9999 -99999.   W..  0   3124-70
1989-06-29 08:02 9999-99-99 99:99  15.000 -160.850    20.0    127.750 -9999 -99999.   W..  0   3124-70
1989-09-07 03:05 9999-99-99 99:99  14.730 -142.970    20.0    137.890 -9999 -99999.   W..  0   3162-70
1989-09-07 03:05 9999-99-99 99:99  14.730 -142.970    20.0    136.820 -9999 -99999.   W..  0   3162-70
1989-10-06 16:00 9999-99-99 99:99  15.000 -161.770    20.0    132.260 -9999 -99999.   W..  0   3168-70
1989-10-06 16:00 9999-99-99 99:99  15.000 -161.770    20.0    131.150 -9999 -99999.   W..  0   3168-70
1989-10-06 16:00 9999-99-99 99:99  15.000 -161.770    20.0    132.550 -9999 -99999.   W..  0   3168-70
1989-10-28 21:00 9999-99-99 99:99  15.000 -142.550    20.0    142.480 -9999 -99999.   W..  0   3196-70
1989-10-28 21:00 9999-99-99 99:99  15.000 -142.550    20.0    153.410 -9999 -99999.   W..  0   3196-70
1989-11-27 03:28 9999-99-99 99:99  15.000 -160.900    20.0    133.320 -9999 -99999.   W..  0   3022-70
1989-11-27 03:28 9999-99-99 99:99  15.000 -160.900    20.0    133.020 -9999 -99999.   W..  0   3022-70
1989-12-17 10:15 9999-99-99 99:99  15.000 -139.830    20.0    119.430 -9999 -99999.   W..  0   3116-70
1989-12-17 10:15 9999-99-99 99:99  15.000 -139.830    20.0    118.880 -9999 -99999.   W..  0   3116-70
1990-01-14 13:36 9999-99-99 99:99  15.000 -160.830    20.0    151.280 -9999 -99999.   W..  0   3048-70
1990-01-31 17:29 9999-99-99 99:99  15.000 -139.780    20.0    123.130 -9999 -99999.   W..  0   3181-70
1990-01-31 17:29 9999-99-99 99:99  15.000 -139.780    20.0    121.380 -9999 -99999.   W..  0   3181-70
1990-01-31 17:29 9999-99-99 99:99  15.000 -139.780    20.0    162.820 -9999 -99999.   W..  0   3182-70
1990-01-31 17:29 9999-99-99 99:99  15.000 -139.780    20.0    165.610 -9999 -99999.   W..  0   3182-70
1990-03-03 19:00 9999-99-99 99:99  15.000 -138.200    20.0    139.360 -9999 -99999.   W..  0   3150-70
1990-03-03 19:00 9999-99-99 99:99  15.000 -138.200    20.0    140.180 -9999 -99999.   W..  0   3150-70
1990-03-03 19:00 9999-99-99 99:99  15.000 -138.200    20.0    141.820 -9999 -99999.   W..  0   3150-70
1990-05-25 22:40 9999-99-99 99:99  14.900 -142.380    20.0    125.640 -9999 -99999.   ...  0   6080-66
1990-05-25 22:40 9999-99-99 99:99  14.900 -142.380    20.0    126.450 -9999 -99999.   .X.  0   6080-66
1990-06-27 14:10 9999-99-99 99:99  15.000 -138.450    20.0     83.850 -9999 -99999.   Z..  0   6006-66
1990-06-27 14:10 9999-99-99 99:99  15.000 -138.450    20.0     90.810 -9999 -99999.   ...  0   6006-66
1990-06-27 14:10 9999-99-99 99:99  15.000 -138.450    20.0     92.430 -9999 -99999.   ...  0   6006-66
1990-07-12 23:42 9999-99-99 99:99  15.000 -142.570    20.0     91.720 -9999 -99999.   ...  0   6160-66
1990-07-12 23:42 9999-99-99 99:99  15.000 -142.570    20.0     95.170 -9999 -99999.   ...  0   6160-66
1990-08-07 11:12 9999-99-99 99:99  15.000 -160.900    20.0     79.750 -9999 -99999.   ...  0   6114-66
1990-08-07 11:12 9999-99-99 99:99  15.000 -160.900    20.0     80.130 -9999 -99999.   ...  0   6114-66
1990-08-26 14:50 9999-99-99 99:99  15.000 -143.000    20.0     79.380 -9999 -99999.   ...  0   6140-66
1990-08-26 14:50 9999-99-99 99:99  15.000 -143.000    20.0     82.230 -9999 -99999.   ...  0   6140-66
1990-08-26 14:50 9999-99-99 99:99  15.000 -143.000    20.0     80.490 -9999 -99999.   ...  0   6140-66
1990-09-26 10:15 9999-99-99 99:99  15.000 -161.650    20.0     88.440 -9999 -99999.   ...  0   6224-66
1990-09-26 10:15 9999-99-99 99:99  15.000 -161.650    20.0     90.440 -9999 -99999.   ...  0   6224-66
1990-09-30 03:50 9999-99-99 99:99  15.000 -132.730    20.0    132.230 -9999 -99999.   W..  0   3035-70
1990-09-30 03:50 9999-99-99 99:99  15.000 -132.730    20.0    132.530 -9999 -99999.   W..  0   3035-70
1990-10-12 20:19 9999-99-99 99:99  15.000 -142.600    20.0    112.610 -9999 -99999.   ...  0   6028-66
1990-10-12 20:19 9999-99-99 99:99  15.000 -142.600    20.0    112.090 -9999 -99999.   ...  0   6028-66
1990-10-29 22:40 9999-99-99 99:99  15.000 -161.730    20.0    102.690 -9999 -99999.   W..  0   3039-70
1990-10-29 22:40 9999-99-99 99:99  15.000 -161.730    20.0    102.730 -9999 -99999.   W..  0   3039-70
1990-11-14 22:52 9999-99-99 99:99  15.000 -161.420    20.0     92.560 -9999 -99999.   ...  0   6060-66
1990-11-14 22:52 9999-99-99 99:99  15.000 -161.420    20.0     90.430 -9999 -99999.   ...  0   6060-66
1990-11-16 20:50 9999-99-99 99:99  15.000 -139.800    20.0    112.180 -9999 -99999.   W..  0   3056-70
1990-11-16 20:50 9999-99-99 99:99  15.000 -139.800    20.0    112.360 -9999 -99999.   W..  0   3056-70
1990-12-04 16:35 9999-99-99 99:99  15.000 -140.000    20.0     89.370 -9999 -99999.   ...  0   6322-66
1990-12-04 16:35 9999-99-99 99:99  15.000 -140.000    20.0     90.500 -9999 -99999.   ...  0   6322-66
1990-12-19 05:09 9999-99-99 99:99  15.000 -156.780    20.0 -99999.999 -9999 -99999.   *..  0   3038-70
1990-12-19 05:09 9999-99-99 99:99  15.000 -156.780    20.0    169.020 -9999 -99999.   W..  0   3038-70
1991-01-05 09:22 9999-99-99 99:99  15.000 -142.430    20.0    160.880 -9999 -99999.   W..  0   3206-70
