C01 TITLE: CO event sampling data 
C02 FILE NAME: scs9xxx00.noaa.am.fl.co.21n.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 478
C05 HEADER LINES: 32
C06 DATA VERSION: 201708
C07 STATION NAME: South China Sea 
C08 STATION CATEGORY: 
C09 OBSERVATION CATEGORY: Air sampling observation by a mobile platform
C10 COUNTRY/TERRITORY: United States of America
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: 
C13 LONGITUDE: 
C14 ALTITUDE: 15
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: paul.c.novelli@noaa.gov
C18 PARAMETER: CO
C19 COVERING PERIOD: 1991-07-08 1998-10-14
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: ppb
C22 MEASUREMENT METHOD: GC-HgO
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: WMO CO scale
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31
C32   DATE  TIME       DATE  TIME     LAT      LON     ALT         CO    ND      SD     F CS       REM
1991-07-08 13:25 9999-99-99 99:99  21.030  114.120    20.0     86.780 -9999 -99999.   ...  0   3288-66
1991-07-08 13:25 9999-99-99 99:99  21.030  114.120    20.0     87.400 -9999 -99999.   ...  0   3288-66
1991-07-10 07:06 9999-99-99 99:99  21.000  113.620    20.0     83.960 -9999 -99999.   ...  0   3286-66
1991-07-10 07:06 9999-99-99 99:99  21.000  113.620    20.0     84.270 -9999 -99999.   ...  0   3286-66
1991-07-21 10:33 9999-99-99 99:99  20.980  113.580    20.0     90.400 -9999 -99999.   ...  0   3270-66
1991-07-21 10:33 9999-99-99 99:99  20.980  113.580    20.0     90.390 -9999 -99999.   ...  0   3270-66
1991-07-23 06:37 9999-99-99 99:99  21.020  113.330    20.0    431.560 -9999 -99999.   .XC  0   3272-66
1991-07-23 06:37 9999-99-99 99:99  21.020  113.330    20.0    431.370 -9999 -99999.   .XC  0   3272-66
1991-08-02 12:34 9999-99-99 99:99  21.000  114.070    20.0    110.780 -9999 -99999.   ...  0   3154-66
1991-08-02 12:34 9999-99-99 99:99  21.000  114.070    20.0    110.420 -9999 -99999.   ...  0   3154-66
1991-08-04 09:42 9999-99-99 99:99  21.080  113.680    20.0     76.180 -9999 -99999.   ...  0   3174-66
1991-08-04 09:42 9999-99-99 99:99  21.080  113.680    20.0     75.730 -9999 -99999.   ...  0   3174-66
1991-08-17 09:10 9999-99-99 99:99  21.000  114.030    20.0     98.430 -9999 -99999.   ...  0   3159-66
1991-08-17 09:10 9999-99-99 99:99  21.000  114.030    20.0     97.660 -9999 -99999.   ...  0   3160-66
1991-08-27 18:26 9999-99-99 99:99  21.000  114.250    20.0    164.210 -9999 -99999.   ...  0   3099-66
1991-08-27 18:26 9999-99-99 99:99  21.000  114.250    20.0    164.800 -9999 -99999.   ...  0   3099-66
1991-08-29 05:55 9999-99-99 99:99  21.000  114.070    20.0    139.020 -9999 -99999.   ...  0   3316-66
1991-08-29 05:55 9999-99-99 99:99  21.000  114.070    20.0    138.060 -9999 -99999.   ...  0   3316-66
1991-09-08 15:10 9999-99-99 99:99  20.900  114.180    20.0    167.450 -9999 -99999.   ...  0   3130-66
1991-09-08 15:10 9999-99-99 99:99  20.900  114.180    20.0    167.690 -9999 -99999.   ...  0   3130-66
1991-09-10 09:25 9999-99-99 99:99  21.000  114.030    20.0    135.360 -9999 -99999.   ...  0   3122-66
1991-09-10 09:25 9999-99-99 99:99  21.000  114.030    20.0    135.820 -9999 -99999.   ...  0   3122-66
1991-09-23 14:00 9999-99-99 99:99  21.070  114.170    20.0    401.800 -9999 -99999.   .XC  0   3091-66
1991-09-23 14:00 9999-99-99 99:99  21.070  114.170    20.0    402.590 -9999 -99999.   .XC  0   3092-66
1991-09-25 08:42 9999-99-99 99:99  20.950  113.980    20.0    142.330 -9999 -99999.   ...  0   3139-66
1991-09-25 08:42 9999-99-99 99:99  20.950  113.980    20.0    143.000 -9999 -99999.   ...  0   3140-66
1991-10-05 14:10 9999-99-99 99:99  21.000 -999.999    20.0    208.210 -9999 -99999.   ...  0   3051-66
1991-10-05 14:10 9999-99-99 99:99  21.000 -999.999    20.0    207.350 -9999 -99999.   ...  0   3052-66
1991-10-07 08:40 9999-99-99 99:99  20.820  113.430    20.0    285.810 -9999 -99999.   ..C  0   3163-66
1991-10-18 07:00 9999-99-99 99:99  20.900  113.570    20.0    313.730 -9999 -99999.   ..C  0   3123-66
1991-10-18 07:00 9999-99-99 99:99  20.900  113.570    20.0    312.340 -9999 -99999.   ..C  0   3124-66
1991-10-29 06:50 9999-99-99 99:99  21.000  114.100    20.0    301.720 -9999 -99999.   ..C  0   3321-66
1991-10-29 06:50 9999-99-99 99:99  21.000  114.100    20.0    301.280 -9999 -99999.   ..C  0   3322-66
1991-10-31 11:35 9999-99-99 99:99  21.020  113.580    20.0    244.350 -9999 -99999.   ..C  0   3319-66
1991-10-31 11:35 9999-99-99 99:99  21.020  113.580    20.0    244.160 -9999 -99999.   ..C  0   3320-66
1991-11-12 08:18 9999-99-99 99:99  21.000  113.570    20.0    380.240 -9999 -99999.   P.C  0   3457-66
1991-11-12 08:18 9999-99-99 99:99  21.000  113.570    20.0    371.100 -9999 -99999.   P.C  0   3458-66
1991-11-23 05:46 9999-99-99 99:99  21.000  114.100    20.0    212.250 -9999 -99999.   ...  0   3001-66
1991-11-23 05:46 9999-99-99 99:99  21.000  114.100    20.0    213.220 -9999 -99999.   ...  0   3002-66
1991-11-26 07:10 9999-99-99 99:99  21.000  113.700    20.0    293.320 -9999 -99999.   ..C  0   3093-66
1991-11-26 07:10 9999-99-99 99:99  21.000  113.700    20.0    293.040 -9999 -99999.   ..C  0   3094-66
1991-12-24 15:40 9999-99-99 99:99  21.020  113.580    20.0    165.700 -9999 -99999.   ...  0   3197-66
1991-12-24 15:40 9999-99-99 99:99  21.020  113.580    20.0    164.470 -9999 -99999.   ...  0   3198-66
1992-01-04 17:19 9999-99-99 99:99  21.000  114.070    20.0    231.260 -9999 -99999.   ..C  0   3121-66
1992-01-04 17:19 9999-99-99 99:99  21.000  114.070    20.0    231.350 -9999 -99999.   ..C  0   3122-66
1992-01-19 09:55 9999-99-99 99:99  21.000  113.500    20.0    266.670 -9999 -99999.   ..C  0   3421-66
1992-01-19 09:55 9999-99-99 99:99  21.000  113.500    20.0    268.430 -9999 -99999.   ..C  0   3422-66
1992-01-30 15:00 9999-99-99 99:99  21.000  114.170    20.0    215.910 -9999 -99999.   P..  0   3205-66
1992-01-30 15:00 9999-99-99 99:99  21.000  114.170    20.0    226.440 -9999 -99999.   P..  0   3206-66
1992-02-01 09:00 9999-99-99 99:99  21.000  114.050    20.0    318.380 -9999 -99999.   ..C  0   3514-66
1992-02-15 17:03 9999-99-99 99:99  21.000  114.070    20.0    458.390 -9999 -99999.   .XC  0   3181-66
1992-02-15 17:03 9999-99-99 99:99  21.000  114.070    20.0    457.350 -9999 -99999.   .XC  0   3182-66
1992-02-27 23:00 9999-99-99 99:99  21.000  114.100    20.0    165.110 -9999 -99999.   ...  0   3271-66
1992-02-29 16:48 9999-99-99 99:99  21.000  114.070    20.0    175.160 -9999 -99999.   ...  0   3188-66
1992-02-29 16:48 9999-99-99 99:99  21.000  114.070    20.0    176.090 -9999 -99999.   ...  0   3426-66
1992-03-11 05:20 9999-99-99 99:99  21.020  114.200    20.0    248.360 -9999 -99999.   ..C  0   3430-66
1992-03-13 14:40 9999-99-99 99:99  21.030  113.630    20.0    196.000 -9999 -99999.   ...  0   3003-66
1992-03-13 14:40 9999-99-99 99:99  21.030  113.630    20.0    195.930 -9999 -99999.   ...  0   3004-66
1992-03-24 03:52 9999-99-99 99:99  20.930  114.170    20.0    220.020 -9999 -99999.   ...  0   3185-66
1992-03-24 03:52 9999-99-99 99:99  20.930  114.170    20.0    218.790 -9999 -99999.   ...  0   3186-66
1992-03-26 14:00 9999-99-99 99:99  20.780  113.420    20.0    864.660 -9999 -99999.   .XC  0   3011-66
1992-03-26 14:00 9999-99-99 99:99  20.780  113.420    20.0    860.450 -9999 -99999.   .XC  0   3012-66
1992-04-07 10:20 9999-99-99 99:99  21.000  115.000    20.0    400.800 -9999 -99999.   P.C  0   3081-66
1992-04-07 10:20 9999-99-99 99:99  21.000  115.000    20.0    387.390 -9999 -99999.   P.C  0   3082-66
1992-04-19 12:15 9999-99-99 99:99  21.230  114.000    20.0    289.050 -9999 -99999.   ..C  0   3015-66
1992-04-19 12:15 9999-99-99 99:99  21.230  114.000    20.0    291.120 -9999 -99999.   ..C  0   3016-66
1992-04-21 11:55 9999-99-99 99:99  21.000  113.470    20.0    205.540 -9999 -99999.   ...  0   3075-66
