C01 TITLE: CO event sampling data 
C02 FILE NAME: scs9xxx00.noaa.am.fl.co.06n.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 517
C05 HEADER LINES: 32
C06 DATA VERSION: 201708
C07 STATION NAME: South China Sea 
C08 STATION CATEGORY: 
C09 OBSERVATION CATEGORY: Air sampling observation by a mobile platform
C10 COUNTRY/TERRITORY: United States of America
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: 
C13 LONGITUDE: 
C14 ALTITUDE: 15
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: paul.c.novelli@noaa.gov
C18 PARAMETER: CO
C19 COVERING PERIOD: 1991-07-05 1998-10-09
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: ppb
C22 MEASUREMENT METHOD: GC-HgO
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: WMO CO scale
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31
C32   DATE  TIME       DATE  TIME     LAT      LON     ALT         CO    ND      SD     F CS       REM
1991-07-05 17:00 9999-99-99 99:99   6.050  107.980    20.0    109.550 -9999 -99999.   ...  0   3254-66
1991-07-05 17:00 9999-99-99 99:99   6.050  107.980    20.0    109.270 -9999 -99999.   ...  0   3254-66
1991-07-13 15:05 9999-99-99 99:99   6.030  107.050    20.0    109.630 -9999 -99999.   ...  0   3258-66
1991-07-13 15:05 9999-99-99 99:99   6.030  107.050    20.0    109.790 -9999 -99999.   ...  0   3258-66
1991-07-18 08:00 9999-99-99 99:99   6.000  105.680    20.0    135.240 -9999 -99999.   ...  0   3276-66
1991-07-18 08:00 9999-99-99 99:99   6.000  105.680    20.0    134.790 -9999 -99999.   ...  0   3276-66
1991-07-26 03:15 9999-99-99 99:99   6.020  106.970    20.0    114.570 -9999 -99999.   ...  0   3290-66
1991-07-26 03:15 9999-99-99 99:99   6.020  106.970    20.0    115.180 -9999 -99999.   ...  0   3290-66
1991-07-30 15:35 9999-99-99 99:99   5.930  107.170    20.0    177.110 -9999 -99999.   ...  0   2338-66
1991-07-30 15:35 9999-99-99 99:99   5.930  107.170    20.0    176.250 -9999 -99999.   ...  0   2338-66
1991-08-07 07:43 9999-99-99 99:99   6.000  107.280    20.0    184.590 -9999 -99999.   ...  0   3108-66
1991-08-07 07:43 9999-99-99 99:99   6.000  107.280    20.0    185.580 -9999 -99999.   ...  0   3108-66
1991-08-11 20:19 9999-99-99 99:99   6.050  107.300    20.0    216.510 -9999 -99999.   ...  0   2324-66
1991-08-11 20:19 9999-99-99 99:99   6.050  107.300    20.0    215.350 -9999 -99999.   ...  0   2324-66
1991-08-20 11:45 9999-99-99 99:99   6.000  107.220    20.0    131.240 -9999 -99999.   ...  0   3176-66
1991-08-20 11:45 9999-99-99 99:99   6.000  107.220    20.0    131.600 -9999 -99999.   ...  0   3176-66
1991-08-24 19:24 9999-99-99 99:99   6.000  107.970    20.0    227.060 -9999 -99999.   ...  0   3114-66
1991-08-24 19:24 9999-99-99 99:99   6.000  107.970    20.0    227.010 -9999 -99999.   ...  0   3114-66
1991-09-01 05:50 9999-99-99 99:99   6.000  107.120    20.0    179.440 -9999 -99999.   ...  0   3014-66
