C01 TITLE: CO event sampling data 
C02 FILE NAME: poc9xxx00.noaa.am.fl.co.05n.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 922
C05 HEADER LINES: 32
C06 DATA VERSION: 201708
C07 STATION NAME: Pacific Ocean 
C08 STATION CATEGORY: 
C09 OBSERVATION CATEGORY: Air sampling observation by a mobile platform
C10 COUNTRY/TERRITORY: United States of America
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: 
C13 LONGITUDE: 
C14 ALTITUDE: 10
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: paul.c.novelli@noaa.gov
C18 PARAMETER: CO
C19 COVERING PERIOD: 1988-07-15 2016-12-22
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: ppb
C22 MEASUREMENT METHOD: GC-HgO
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: WMO CO scale
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31
C32   DATE  TIME       DATE  TIME     LAT      LON     ALT         CO    ND      SD     F CS       REM
1988-07-15 12:00 9999-99-99 99:99   5.020 -145.950    20.0 -99999.999 -9999 -99999.   R..  0   3084-86
1988-07-15 12:00 9999-99-99 99:99   5.020 -145.950    20.0 -99999.999 -9999 -99999.   R..  0   3084-86
1988-07-15 12:00 9999-99-99 99:99   5.020 -145.950    20.0 -99999.999 -9999 -99999.   R..  0   3094-86
1988-07-15 12:00 9999-99-99 99:99   5.020 -145.950    20.0 -99999.999 -9999 -99999.   R..  0   3094-86
1988-08-08 18:21 9999-99-99 99:99   5.180 -165.280    20.0 -99999.999 -9999 -99999.   R..  0   3118-86
1988-08-08 18:21 9999-99-99 99:99   5.180 -165.280    20.0 -99999.999 -9999 -99999.   R..  0   3118-86
1989-02-11 06:05 9999-99-99 99:99   5.600 -164.950    20.0 -99999.999 -9999 -99999.   *..  0   3170-86
1989-04-18 20:00 9999-99-99 99:99   5.000 -154.220    20.0    205.530 -9999 -99999.   W..  0   3012-70
1989-04-18 20:00 9999-99-99 99:99   5.000 -154.220    20.0    205.760 -9999 -99999.   W..  0   3012-70
1989-05-10 18:54 9999-99-99 99:99   5.020 -165.230    20.0    128.830 -9999 -99999.   W..  0   3092-70
1989-05-10 18:54 9999-99-99 99:99   5.020 -165.230    20.0    125.440 -9999 -99999.   W..  0   3092-70
1989-05-10 18:54 9999-99-99 99:99   5.020 -165.230    20.0    132.770 -9999 -99999.   W..  0   3092-70
1989-06-03 12:30 9999-99-99 99:99   5.000 -154.420    20.0    128.740 -9999 -99999.   W..  0   3122-70
1989-06-03 12:30 9999-99-99 99:99   5.000 -154.420    20.0    133.080 -9999 -99999.   W..  0   3122-70
1989-06-03 12:30 9999-99-99 99:99   5.000 -154.420    20.0    131.560 -9999 -99999.   W..  0   3122-70
1989-06-27 18:19 9999-99-99 99:99   5.150 -165.070    20.0    102.680 -9999 -99999.   W..  0   3048-70
1989-07-19 07:29 9999-99-99 99:99   5.000 -144.250    20.0    125.520 -9999 -99999.   W..  0   3214-70
1989-07-19 07:29 9999-99-99 99:99   5.000 -144.250    20.0    123.770 -9999 -99999.   W..  0   3214-70
1989-08-18 20:40 9999-99-99 99:99   5.250 -165.150    20.0    160.860 -9999 -99999.   W..  0   3001-70
1989-08-18 20:40 9999-99-99 99:99   5.250 -165.150    20.0    125.520 -9999 -99999.   W..  0   3001-70
1989-08-18 20:40 9999-99-99 99:99   5.250 -165.150    20.0    128.030 -9999 -99999.   W..  0   3001-70
1989-09-09 05:32 9999-99-99 99:99   5.000 -154.030    20.0    142.620 -9999 -99999.   W..  0   3166-70
1989-09-09 05:32 9999-99-99 99:99   5.000 -154.030    20.0    139.430 -9999 -99999.   W..  0   3166-70
1989-09-09 05:32 9999-99-99 99:99   5.000 -154.030    20.0    154.710 -9999 -99999.   W..  0   3166-70
1989-10-04 20:35 9999-99-99 99:99   5.000 -167.500    20.0    132.220 -9999 -99999.   W..  0   3074-70
1989-10-04 20:35 9999-99-99 99:99   5.000 -167.500    20.0    163.240 -9999 -99999.   W..  0   3074-70
1989-10-31 06:05 9999-99-99 99:99   5.000 -154.220    20.0    142.390 -9999 -99999.   W..  0   3212-70
1989-12-19 07:35 9999-99-99 99:99   5.000 -150.220    20.0    102.930 -9999 -99999.   W..  0   3200-70
1989-12-19 07:35 9999-99-99 99:99   5.000 -150.220    20.0     99.330 -9999 -99999.   W..  0   3200-70
1989-12-19 07:35 9999-99-99 99:99   5.000 -150.220    20.0    100.850 -9999 -99999.   W..  0   3200-70
1990-01-12 22:45 9999-99-99 99:99   5.000 -165.270    20.0    107.630 -9999 -99999.   W..  0   3006-70
1990-01-12 22:45 9999-99-99 99:99   5.000 -165.270    20.0    107.180 -9999 -99999.   W..  0   3006-70
1990-02-02 18:25 9999-99-99 99:99   5.000 -150.220    20.0    134.420 -9999 -99999.   W..  0   3008-70
1990-02-02 18:25 9999-99-99 99:99   5.000 -150.220    20.0    136.970 -9999 -99999.   W..  0   3008-70
1990-03-02 07:10 9999-99-99 99:99   5.000 -141.850    20.0    143.870 -9999 -99999.   W..  0   3205-70
1990-03-02 07:10 9999-99-99 99:99   5.000 -141.850    20.0    141.710 -9999 -99999.   W..  0   3205-70
1990-03-02 07:10 9999-99-99 99:99   5.000 -141.850    20.0    150.850 -9999 -99999.   W..  0   3206-70
1990-05-28 08:30 9999-99-99 99:99   5.000 -154.200    20.0     81.800 -9999 -99999.   ...  0   6024-66
1990-05-28 08:30 9999-99-99 99:99   5.000 -154.200    20.0     81.220 -9999 -99999.   ...  0   6024-66
1990-06-26 04:30 9999-99-99 99:99   5.030 -141.930    20.0     69.210 -9999 -99999.   ...  0   6046-66
1990-06-26 04:30 9999-99-99 99:99   5.030 -141.930    20.0     69.500 -9999 -99999.   ...  0   6046-66
1990-07-15 07:20 9999-99-99 99:99   5.000 -154.320    20.0 -99999.999 -9999 -99999.   *..  0   6142-66
1990-07-15 07:20 9999-99-99 99:99   5.000 -154.320    20.0     68.040 -9999 -99999.   ...  0   6142-66
1990-08-05 17:42 9999-99-99 99:99   5.000 -165.280    20.0     71.580 -9999 -99999.   *..  0   6164-66
1990-08-05 17:42 9999-99-99 99:99   5.000 -165.280    20.0 -99999.999 -9999 -99999.   *..  0   6164-66
1990-08-29 01:50 9999-99-99 99:99   5.000 -154.080    20.0     92.090 -9999 -99999.   ...  0   6008-66
1990-08-29 01:50 9999-99-99 99:99   5.000 -154.080    20.0     92.400 -9999 -99999.   ...  0   6008-66
1990-09-24 07:15 9999-99-99 99:99   5.000 -167.500    20.0     71.950 -9999 -99999.   Z..  0   6222-66
1990-09-24 07:15 9999-99-99 99:99   5.000 -167.500    20.0     65.560 -9999 -99999.   Z..  0   6222-66
1990-09-24 07:15 9999-99-99 99:99   5.000 -167.500    20.0 -99999.999 -9999 -99999.   *..  0   6222-66
1990-10-02 18:04 9999-99-99 99:99   5.000 -145.400    20.0    119.980 -9999 -99999.   W..  0   3137-70
1990-10-02 18:04 9999-99-99 99:99   5.000 -145.400    20.0    121.110 -9999 -99999.   W..  0   3137-70
1990-10-17 07:12 9999-99-99 99:99   5.000 -154.250    20.0     69.530 -9999 -99999.   ...  0   6250-66
1990-10-17 07:12 9999-99-99 99:99   5.000 -154.250    20.0     69.380 -9999 -99999.   ...  0   6250-66
1990-10-28 00:30 9999-99-99 99:99   5.000 -167.430    20.0    122.680 -9999 -99999.   W..  0   3097-70
1990-10-28 00:30 9999-99-99 99:99   5.000 -167.430    20.0    122.420 -9999 -99999.   W..  0   3097-70
1990-11-13 02:34 9999-99-99 99:99   5.000 -167.380    20.0     76.270 -9999 -99999.   ...  0   6024-66
1990-11-13 02:34 9999-99-99 99:99   5.000 -167.380    20.0     75.020 -9999 -99999.   ...  0   6024-66
1990-11-19 03:40 9999-99-99 99:99   5.000 -149.900    20.0    119.070 -9999 -99999.   W..  0   3116-70
1990-11-19 03:40 9999-99-99 99:99   5.000 -149.900    20.0    120.050 -9999 -99999.   W..  0   3116-70
1990-12-17 18:25 9999-99-99 99:99   5.000 -154.870    20.0    131.290 -9999 -99999.   W..  0   3114-70
1990-12-17 18:25 9999-99-99 99:99   5.000 -154.870    20.0    132.480 -9999 -99999.   W..  0   3114-70
1991-01-07 19:04 9999-99-99 99:99   5.000 -154.270    20.0    113.810 -9999 -99999.   W..  0   3212-70
1991-01-07 19:04 9999-99-99 99:99   5.000 -154.270    20.0    113.390 -9999 -99999.   W..  0   3212-70
1991-01-25 12:48 9999-99-99 99:99   5.000 -154.080    20.0     76.930 -9999 -99999.   ...  0   6355-66
