C01 TITLE: CO event sampling data 
C02 FILE NAME: scs9xxx00.noaa.am.fl.co.15n.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 519
C05 HEADER LINES: 32
C06 DATA VERSION: 201708
C07 STATION NAME: South China Sea 
C08 STATION CATEGORY: 
C09 OBSERVATION CATEGORY: Air sampling observation by a mobile platform
C10 COUNTRY/TERRITORY: United States of America
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: 
C13 LONGITUDE: 
C14 ALTITUDE: 15
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: paul.c.novelli@noaa.gov
C18 PARAMETER: CO
C19 COVERING PERIOD: 1991-07-07 1998-10-15
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: ppb
C22 MEASUREMENT METHOD: GC-HgO
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: WMO CO scale
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31
C32   DATE  TIME       DATE  TIME     LAT      LON     ALT         CO    ND      SD     F CS       REM
1991-07-07 11:46 9999-99-99 99:99  15.080  113.000    20.0     76.420 -9999 -99999.   ...  0   3268-66
1991-07-07 11:46 9999-99-99 99:99  15.080  113.000    20.0     76.850 -9999 -99999.   ...  0   3268-66
1991-07-11 09:30 9999-99-99 99:99  14.930  110.580    20.0     82.380 -9999 -99999.   ...  0   3250-66
1991-07-11 09:30 9999-99-99 99:99  14.930  110.580    20.0     82.980 -9999 -99999.   ...  0   3250-66
1991-07-20 01:58 9999-99-99 99:99  15.080  110.700    20.0     93.290 -9999 -99999.   ...  0   3296-66
1991-07-20 01:58 9999-99-99 99:99  15.080  110.700    20.0     94.010 -9999 -99999.   ...  0   3296-66
1991-07-24 09:45 9999-99-99 99:99  14.980  110.670    20.0    107.500 -9999 -99999.   ...  0   3280-66
1991-07-24 09:45 9999-99-99 99:99  14.980  110.670    20.0    106.780 -9999 -99999.   ...  0   3280-66
1991-08-01 10:15 9999-99-99 99:99  15.000  112.680    20.0    166.280 -9999 -99999.   ...  0   3180-66
1991-08-01 10:15 9999-99-99 99:99  15.000  112.680    20.0    165.770 -9999 -99999.   ...  0   3180-66
1991-08-05 13:45 9999-99-99 99:99  14.920  110.670    20.0    107.850 -9999 -99999.   ...  0   2334-66
1991-08-05 13:45 9999-99-99 99:99  14.920  110.670    20.0    108.300 -9999 -99999.   ...  0   2334-66
1991-08-13 14:30 9999-99-99 99:99  15.070  112.680    20.0     93.310 -9999 -99999.   ...  0   2336-66
1991-08-13 14:30 9999-99-99 99:99  15.070  112.680    20.0     92.140 -9999 -99999.   ...  0   2336-66
1991-08-18 13:40 9999-99-99 99:99  14.920  112.000    20.0     93.960 -9999 -99999.   ...  0   3004-66
1991-08-18 13:40 9999-99-99 99:99  14.920  112.000    20.0     93.210 -9999 -99999.   ...  0   3004-66
1991-08-26 14:00 9999-99-99 99:99  15.100  113.000    20.0    105.440 -9999 -99999.   ...  0   3066-66
1991-08-26 14:00 9999-99-99 99:99  15.100  113.000    20.0    106.350 -9999 -99999.   ...  0   3066-66
1991-08-30 07:40 9999-99-99 99:99  15.000  112.680    20.0    108.190 -9999 -99999.   ...  0   3156-66
1991-08-30 07:40 9999-99-99 99:99  15.000  112.680    20.0    108.650 -9999 -99999.   ...  0   3156-66
1991-09-07 10:51 9999-99-99 99:99  15.000  112.980    20.0     95.780 -9999 -99999.   ...  0   3008-66
1991-09-07 10:51 9999-99-99 99:99  15.000  112.980    20.0     95.530 -9999 -99999.   ...  0   3008-66
1991-09-11 09:50 9999-99-99 99:99  15.000  112.770    20.0    101.550 -9999 -99999.   ...  0   3206-66
1991-09-11 09:50 9999-99-99 99:99  15.000  112.770    20.0    102.230 -9999 -99999.   ...  0   3206-66
1991-09-22 10:58 9999-99-99 99:99  15.070  112.980    20.0    102.270 -9999 -99999.   ...  0   3023-66
1991-09-22 10:58 9999-99-99 99:99  15.070  112.980    20.0    103.740 -9999 -99999.   ...  0   3024-66
1991-09-26 09:53 9999-99-99 99:99  14.930  113.000    20.0    277.510 -9999 -99999.   ..C  0   3419-66
1991-09-26 09:53 9999-99-99 99:99  14.930  113.000    20.0    279.000 -9999 -99999.   ..C  0   3420-66
1991-10-04 07:10 9999-99-99 99:99  15.000  112.720    20.0    140.120 -9999 -99999.   P..  0   3015-66
1991-10-04 07:10 9999-99-99 99:99  15.000  112.720    20.0    157.010 -9999 -99999.   P..  0   3016-66
1991-10-08 10:30 9999-99-99 99:99  15.050  110.680    20.0    240.040 -9999 -99999.   ..C  0   3012-66
1991-10-08 10:30 9999-99-99 99:99  15.050  110.680    20.0    241.510 -9999 -99999.   ..C  0   3285-66
1991-10-15 22:44 9999-99-99 99:99  14.970  112.900    20.0    131.970 -9999 -99999.   ...  0   3057-66
1991-10-15 22:44 9999-99-99 99:99  14.970  112.900    20.0    132.030 -9999 -99999.   ...  0   3058-66
1991-10-19 19:40 9999-99-99 99:99  14.970  110.650    20.0    147.530 -9999 -99999.   ...  0   3219-66
1991-10-19 19:40 9999-99-99 99:99  14.970  110.650    20.0    145.560 -9999 -99999.   ...  0   3220-66
1991-10-27 13:40 9999-99-99 99:99  15.000  112.870    20.0    245.850 -9999 -99999.   ..C  0   3129-66
1991-10-27 13:40 9999-99-99 99:99  15.000  112.870    20.0    246.690 -9999 -99999.   ..C  0   3130-66
1991-11-01 13:05 9999-99-99 99:99  15.050  110.600    20.0    162.320 -9999 -99999.   ...  0   3225-66
1991-11-01 13:05 9999-99-99 99:99  15.050  110.600    20.0    159.250 -9999 -99999.   ...  0   3226-66
1991-11-08 22:15 9999-99-99 99:99  14.970  112.830    20.0    149.200 -9999 -99999.   P..  0   3465-66
1991-11-08 22:15 9999-99-99 99:99  14.970  112.830    20.0    158.080 -9999 -99999.   P..  0   3466-66
1991-11-13 10:13 9999-99-99 99:99  15.020  110.630    20.0    193.990 -9999 -99999.   ...  0   3469-66
1991-11-13 10:13 9999-99-99 99:99  15.020  110.630    20.0    193.190 -9999 -99999.   ...  0   3470-66
1991-11-21 23:08 9999-99-99 99:99  15.000  112.870    20.0    140.260 -9999 -99999.   ...  0   3063-66
1991-11-21 23:08 9999-99-99 99:99  15.000  112.870    20.0    139.080 -9999 -99999.   ...  0   3064-66
1991-11-27 22:30 9999-99-99 99:99  15.000  111.600    20.0    145.990 -9999 -99999.   ...  0   3159-66
1991-11-27 22:30 9999-99-99 99:99  15.000  111.600    20.0    145.890 -9999 -99999.   ...  0   3160-66
1991-12-21 07:50 9999-99-99 99:99  15.000  112.870    20.0    132.420 -9999 -99999.   ...  0   3455-66
1991-12-21 07:50 9999-99-99 99:99  15.000  112.870    20.0    131.760 -9999 -99999.   ...  0   3456-66
1991-12-21 08:30 9999-99-99 99:99  15.080  112.900    20.0    131.340 -9999 -99999.   ...  0   3405-66
1991-12-21 08:30 9999-99-99 99:99  15.080  112.900    20.0    130.870 -9999 -99999.   ...  0   3406-66
1991-12-25 18:10 9999-99-99 99:99  15.000  110.630    20.0    115.600 -9999 -99999.   ...  0   3097-66
1991-12-25 18:10 9999-99-99 99:99  15.000  110.630    20.0    116.730 -9999 -99999.   ...  0   3098-66
1992-01-03 12:15 9999-99-99 99:99  15.000  112.730    20.0    143.000 -9999 -99999.   ...  0   3245-66
1992-01-03 12:15 9999-99-99 99:99  15.000  112.730    20.0    143.040 -9999 -99999.   ...  0   3246-66
1992-01-07 13:15 9999-99-99 99:99  15.000  110.720    20.0    156.830 -9999 -99999.   ...  0   3249-66
1992-01-07 13:15 9999-99-99 99:99  15.000  110.720    20.0    156.830 -9999 -99999.   ...  0   3250-66
1992-01-16 08:50 9999-99-99 99:99  15.000  112.850    20.0    284.850 -9999 -99999.   ..C  0   3285-66
1992-01-16 08:50 9999-99-99 99:99  15.000  112.850    20.0    285.390 -9999 -99999.   ..C  0   3286-66
1992-01-20 12:15 9999-99-99 99:99  15.000  110.580    20.0    197.680 -9999 -99999.   ...  0   3237-66
1992-01-20 12:15 9999-99-99 99:99  15.000  110.580    20.0    199.100 -9999 -99999.   ...  0   3238-66
1992-01-29 09:18 9999-99-99 99:99  15.020  112.830    20.0    184.600 -9999 -99999.   ...  0   3457-66
1992-01-29 09:18 9999-99-99 99:99  15.020  112.830    20.0    183.300 -9999 -99999.   ...  0   3458-66
1992-02-02 10:16 9999-99-99 99:99  15.000  112.700    20.0    226.900 -9999 -99999.   ...  0   3481-66
1992-02-02 10:16 9999-99-99 99:99  15.000  112.700    20.0    225.200 -9999 -99999.   ...  0   3482-66
1992-02-12 09:55 9999-99-99 99:99  15.000  112.820    20.0    145.940 -9999 -99999.   ...  0   3501-66
1992-02-12 09:55 9999-99-99 99:99  15.000  112.820    20.0    149.100 -9999 -99999.   ...  0   3504-66
1992-02-16 18:17 9999-99-99 99:99  15.000  112.630    20.0    132.580 -9999 -99999.   P..  0   3219-66
1992-02-16 18:17 9999-99-99 99:99  15.000  112.630    20.0    123.560 -9999 -99999.   P..  0   3220-66
1992-02-26 12:34 9999-99-99 99:99  14.920  112.750    20.0    189.130 -9999 -99999.   ...  0   3053-66
1992-02-26 12:34 9999-99-99 99:99  14.920  112.750    20.0    187.380 -9999 -99999.   ...  0   3054-66
1992-03-01 18:00 9999-99-99 99:99  15.070  112.780    20.0    155.090 -9999 -99999.   ...  0   3489-66
1992-03-01 18:00 9999-99-99 99:99  15.070  112.780    20.0    154.540 -9999 -99999.   ...  0   3491-66
1992-03-10 00:00 9999-99-99 99:99  15.070  112.920    20.0    187.770 -9999 -99999.   P..  0   3073-66
1992-03-10 00:00 9999-99-99 99:99  15.070  112.920    20.0    193.280 -9999 -99999.   P..  0   3074-66
1992-03-14 17:50 9999-99-99 99:99  15.000  110.730    20.0    148.800 -9999 -99999.   P..  0   3383-66
1992-03-14 17:50 9999-99-99 99:99  15.000  110.730    20.0    133.030 -9999 -99999.   P..  0   3384-66
1992-03-23 00:32 9999-99-99 99:99  15.280  112.970    20.0    136.140 -9999 -99999.   P..  0   3287-66
1992-03-23 00:32 9999-99-99 99:99  15.280  112.970    20.0    144.920 -9999 -99999.   P..  0   3288-66
1992-03-27 15:30 9999-99-99 99:99  15.120  110.720    20.0    141.750 -9999 -99999.   ...  0   3237-66
1992-03-27 15:30 9999-99-99 99:99  15.120  110.720    20.0    143.120 -9999 -99999.   ...  0   3238-66
1992-04-04 12:00 9999-99-99 99:99  15.450  112.980    20.0    144.130 -9999 -99999.   ...  0   3228-66
1992-04-04 12:00 9999-99-99 99:99  15.450  112.980    20.0    141.440 -9999 -99999.   ...  0   3363-66
1992-04-08 15:34 9999-99-99 99:99  15.100  115.330    20.0    150.800 -9999 -99999.   ...  0   3299-66
