C01 TITLE: CO event sampling data 
C02 FILE NAME: poc9xxx00.noaa.am.fl.co.10s.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 916
C05 HEADER LINES: 32
C06 DATA VERSION: 201708
C07 STATION NAME: Pacific Ocean 
C08 STATION CATEGORY: 
C09 OBSERVATION CATEGORY: Air sampling observation by a mobile platform
C10 COUNTRY/TERRITORY: United States of America
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: 
C13 LONGITUDE: 
C14 ALTITUDE: 10
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: paul.c.novelli@noaa.gov
C18 PARAMETER: CO
C19 COVERING PERIOD: 1988-07-18 2016-12-24
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: ppb
C22 MEASUREMENT METHOD: GC-HgO
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: WMO CO scale
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31
C32   DATE  TIME       DATE  TIME     LAT      LON     ALT         CO    ND      SD     F CS       REM
1988-07-18 17:10 9999-99-99 99:99 -10.100 -160.180    20.0 -99999.999 -9999 -99999.   R..  0   3178-86
1988-07-18 17:10 9999-99-99 99:99 -10.100 -160.180    20.0 -99999.999 -9999 -99999.   R..  0   3178-86
1988-08-06 05:00 9999-99-99 99:99  -9.830 -171.830    20.0 -99999.999 -9999 -99999.   R..  0   3160-86
1988-08-06 05:00 9999-99-99 99:99  -9.830 -171.830    20.0 -99999.999 -9999 -99999.   R..  0   3160-86
1988-09-01 02:20 9999-99-99 99:99 -10.000 -165.750    20.0    205.840 -9999 -99999.   S..  0   3144-86
1988-09-01 02:20 9999-99-99 99:99 -10.000 -165.750    20.0    202.350 -9999 -99999.   S..  0   3144-86
1989-02-08 22:35 9999-99-99 99:99 -10.920 -171.850    20.0 -99999.999 -9999 -99999.   *..  0   3100-70
1989-02-08 22:35 9999-99-99 99:99 -10.920 -171.850    20.0 -99999.999 -9999 -99999.   *..  0   3100-70
1989-04-21 19:28 9999-99-99 99:99 -10.030 -171.350    20.0 -99999.999 -9999 -99999.   *..  0   3074-70
1989-04-21 19:28 9999-99-99 99:99 -10.030 -171.350    20.0    153.390 -9999 -99999.   W..  0   3074-70
1989-04-21 19:28 9999-99-99 99:99 -10.030 -171.350    20.0    151.850 -9999 -99999.   W..  0   3074-70
1989-04-21 19:28 9999-99-99 99:99 -10.030 -171.350    20.0    154.700 -9999 -99999.   W..  0   3074-70
1989-05-08 13:40 9999-99-99 99:99 -10.000 -171.830    20.0    177.600 -9999 -99999.   W..  0   3020-70
1989-05-08 13:40 9999-99-99 99:99 -10.000 -171.830    20.0    175.490 -9999 -99999.   W..  0   3020-70
1989-05-08 13:40 9999-99-99 99:99 -10.000 -171.830    20.0    178.090 -9999 -99999.   W..  0   3020-70
1989-06-06 18:40 9999-99-99 99:99 -10.100 -171.700    20.0    102.280 -9999 -99999.   W..  0   3210-70
1989-06-06 18:40 9999-99-99 99:99 -10.100 -171.700    20.0    103.080 -9999 -99999.   W..  0   3210-70
1989-06-25 11:57 9999-99-99 99:99 -10.000 -171.930    20.0    125.110 -9999 -99999.   W..  0   3108-70
1989-06-25 11:57 9999-99-99 99:99 -10.000 -171.930    20.0    130.810 -9999 -99999.   W..  0   3108-70
1989-07-22 02:37 9999-99-99 99:99 -10.000 -160.120    20.0    131.820 -9999 -99999.   W..  0   3200-70
1989-07-22 02:37 9999-99-99 99:99 -10.000 -160.120    20.0    103.960 -9999 -99999.   W..  0   3200-70
1989-09-12 17:35 9999-99-99 99:99 -10.050 -171.420    20.0    122.750 -9999 -99999.   W..  0   3140-70
1989-09-12 17:35 9999-99-99 99:99 -10.050 -171.420    20.0    123.270 -9999 -99999.   W..  0   3140-70
1989-09-12 17:35 9999-99-99 99:99 -10.050 -171.420    20.0    124.390 -9999 -99999.   W..  0   3140-70
1989-10-02 05:30 9999-99-99 99:99  -9.950 -175.220    20.0    118.810 -9999 -99999.   W..  0   3154-70
1989-10-02 05:30 9999-99-99 99:99  -9.950 -175.220    20.0    119.260 -9999 -99999.   W..  0   3154-70
1989-11-03 17:27 9999-99-99 99:99 -10.000 -171.450    20.0    119.460 -9999 -99999.   W..  0   3036-70
1989-11-03 17:27 9999-99-99 99:99 -10.000 -171.450    20.0    119.170 -9999 -99999.   W..  0   3036-70
1989-11-24 07:48 9999-99-99 99:99 -10.000 -171.900    20.0    148.090 -9999 -99999.   W..  0   3060-70
1989-11-24 07:48 9999-99-99 99:99 -10.000 -171.900    20.0    142.150 -9999 -99999.   W..  0   3060-70
1989-12-22 04:48 9999-99-99 99:99 -10.000 -165.920    20.0    134.340 -9999 -99999.   W..  0   3218-70
1989-12-22 04:48 9999-99-99 99:99 -10.000 -165.920    20.0    133.540 -9999 -99999.   W..  0   3218-70
1990-01-10 11:30 9999-99-99 99:99 -10.000 -171.870    20.0     89.770 -9999 -99999.   W..  0   3109-70
1990-01-10 11:30 9999-99-99 99:99 -10.000 -171.870    20.0     90.300 -9999 -99999.   W..  0   3109-70
1990-02-28 01:00 9999-99-99 99:99 -10.000 -146.670    20.0    105.880 -9999 -99999.   W..  0   3148-70
1990-02-28 01:00 9999-99-99 99:99 -10.000 -146.670    20.0    106.650 -9999 -99999.   W..  0   3148-70
1990-02-28 01:00 9999-99-99 99:99 -10.000 -146.670    20.0    105.990 -9999 -99999.   W..  0   3148-70
1990-06-01 01:00 9999-99-99 99:99 -10.000 -171.930    20.0     74.750 -9999 -99999.   ...  0   6054-66
1990-06-24 00:16 9999-99-99 99:99 -10.000 -147.180    20.0     72.210 -9999 -99999.   ...  0   6064-66
1990-06-24 00:16 9999-99-99 99:99 -10.000 -147.180    20.0     70.630 -9999 -99999.   ...  0   6064-66
1990-06-24 00:16 9999-99-99 99:99 -10.000 -147.180    20.0     69.820 -9999 -99999.   ...  0   6064-66
1990-07-18 13:10 9999-99-99 99:99  -9.980 -171.530    20.0     63.960 -9999 -99999.   ...  0   6149-66
1990-07-18 13:10 9999-99-99 99:99  -9.980 -171.530    20.0     64.240 -9999 -99999.   ...  0   6149-66
1990-08-03 04:56 9999-99-99 99:99 -10.000 -171.920    20.0    116.520 -9999 -99999.   .X.  0   6118-66
1990-09-01 16:01 9999-99-99 99:99 -10.000 -171.550    20.0     65.190 -9999 -99999.   ...  0   6112-66
1990-09-01 16:01 9999-99-99 99:99 -10.000 -171.550    20.0     63.120 -9999 -99999.   ...  0   6112-66
1990-09-21 16:30 9999-99-99 99:99 -10.000 -177.480    20.0     64.910 -9999 -99999.   *..  0   6220-66
1990-09-21 16:30 9999-99-99 99:99 -10.000 -177.480    20.0 -99999.999 -9999 -99999.   *..  0   6220-66
1990-10-06 15:36 9999-99-99 99:99 -10.000 -165.050    20.0    111.580 -9999 -99999.   W..  0   3179-70
1990-10-06 15:36 9999-99-99 99:99 -10.000 -165.050    20.0    111.450 -9999 -99999.   W..  0   3179-70
1990-10-20 16:00 9999-99-99 99:99 -10.000 -171.500    20.0     68.610 -9999 -99999.   ...  0   6105-66
1990-10-20 16:00 9999-99-99 99:99 -10.000 -171.500    20.0     70.960 -9999 -99999.   ...  0   6105-66
1990-10-25 05:30 9999-99-99 99:99 -10.000 -175.250    20.0    104.690 -9999 -99999.   W..  0   3150-70
1990-10-25 05:30 9999-99-99 99:99 -10.000 -175.250    20.0    106.160 -9999 -99999.   W..  0   3150-70
1990-11-10 15:45 9999-99-99 99:99 -10.000 -175.500    20.0     65.950 -9999 -99999.   ...  0   6230-66
1990-11-10 15:45 9999-99-99 99:99 -10.000 -175.500    20.0     66.180 -9999 -99999.   ...  0   6230-66
1990-11-22 13:30 9999-99-99 99:99 -10.000 -165.570    20.0    135.280 -9999 -99999.   W..  0   3204-70
1990-11-22 13:30 9999-99-99 99:99 -10.000 -165.570    20.0    133.870 -9999 -99999.   W..  0   3204-70
1990-12-10 15:30 9999-99-99 99:99 -10.000 -166.130    20.0     99.490 -9999 -99999.   .X.  0   6324-66
1990-12-10 15:30 9999-99-99 99:99 -10.000 -166.130    20.0     99.290 -9999 -99999.   .X.  0   6324-66
1990-12-15 09:24 9999-99-99 99:99 -10.000 -151.250    20.0    114.460 -9999 -99999.   W..  0   3232-70
1990-12-15 09:24 9999-99-99 99:99 -10.000 -151.250    20.0    114.020 -9999 -99999.   W..  0   3232-70
1991-01-02 21:51 9999-99-99 99:99 -10.000 -171.770    20.0     73.140 -9999 -99999.   ...  0   6310-66
1991-01-02 21:51 9999-99-99 99:99 -10.000 -171.770    20.0     70.480 -9999 -99999.   ...  0   6310-66
