C01 TITLE: CO event sampling data 
C02 FILE NAME: abp312s00.noaa.as.fl.co.nl.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 265
C05 HEADER LINES: 40
C06 DATA VERSION: 201708
C07 STATION NAME: Arembepe 
C08 STATION CATEGORY: Global
C09 OBSERVATION CATEGORY: Air sampling observation at a stationary platform
C10 COUNTRY/TERRITORY: Brazil
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: -12.77
C13 LONGITUDE: -38.17
C14 ALTITUDE: 0
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: paul.c.novelli@noaa.gov
C18 PARAMETER: CO
C19 COVERING PERIOD: 2006-10-27 2010-01-13
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: ppb
C22 MEASUREMENT METHOD: GC-HgO 
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: WMO CO scale
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31 # comment:  ************ COLLABORATORS ***************
C32 # comment: 
C33 # comment: NOAA thanks the following collaborators without
C34 # comment: whom these measurements would not be possible.
C35 # comment: 
C36 # collaborator_name: Instituto de Pesquisas Energeticas e Nucleares,
C37 # collaborator_name: Centro de Quimica e Meio Ambiente, Laboratorio
C38 # collaborator_name: de Quimica Atmosferica [IPEN-CQMA]
C39 # comment: 
C40   DATE  TIME       DATE  TIME         CO    ND      SD     F CS       REM
2006-10-27 15:50 9999-99-99 99:99     90.580 -9999 -99999.   ...  0   1779-99
2006-10-27 15:50 9999-99-99 99:99     90.260 -9999 -99999.   ...  0   1780-99
2006-11-03 16:24 9999-99-99 99:99     85.720 -9999 -99999.   ...  0   6717-66
2006-11-03 16:24 9999-99-99 99:99     86.160 -9999 -99999.   ...  0   6718-66
2006-11-18 15:47 9999-99-99 99:99     73.480 -9999 -99999.   P..  0   2969-99
2006-11-18 15:47 9999-99-99 99:99     69.320 -9999 -99999.   P..  0   2970-99
2006-11-24 15:54 9999-99-99 99:99     66.550 -9999 -99999.   ...  0   3217-99
2006-11-24 15:54 9999-99-99 99:99     65.110 -9999 -99999.   ...  0   3218-99
2006-12-01 17:02 9999-99-99 99:99     81.380 -9999 -99999.   ...  0    759-99
2006-12-01 17:02 9999-99-99 99:99     84.100 -9999 -99999.   ...  0    760-99
2006-12-09 16:12 9999-99-99 99:99    109.340 -9999 -99999.   .X.  0   3089-99
2006-12-09 16:12 9999-99-99 99:99    109.060 -9999 -99999.   .X.  0   3090-99
2006-12-14 16:24 9999-99-99 99:99     80.420 -9999 -99999.   ...  0   6043-66
2006-12-14 16:24 9999-99-99 99:99     81.470 -9999 -99999.   ...  0   6044-66
2006-12-23 16:33 9999-99-99 99:99     70.190 -9999 -99999.   ...  0   1203-99
2006-12-23 16:33 9999-99-99 99:99     70.320 -9999 -99999.   ...  0   1204-99
2006-12-29 15:40 9999-99-99 99:99     77.340 -9999 -99999.   ...  0    875-99
2006-12-29 15:40 9999-99-99 99:99     76.870 -9999 -99999.   ...  0    876-99
2007-02-02 15:39 9999-99-99 99:99     73.990 -9999 -99999.   ...  0   2827-99
2007-02-02 15:39 9999-99-99 99:99     74.660 -9999 -99999.   ...  0   2828-99
2007-03-16 16:26 9999-99-99 99:99     78.260 -9999 -99999.   ...  0   1711-99
2007-03-16 16:26 9999-99-99 99:99     76.980 -9999 -99999.   ...  0   1712-99
2007-03-24 16:39 9999-99-99 99:99     60.540 -9999 -99999.   ...  0   3371-99
2007-03-24 16:39 9999-99-99 99:99     60.610 -9999 -99999.   ...  0   3372-99
2007-03-31 16:18 9999-99-99 99:99     69.700 -9999 -99999.   ...  0   1029-99
2007-03-31 16:18 9999-99-99 99:99     70.480 -9999 -99999.   ...  0   1030-99
2007-04-07 15:24 9999-99-99 99:99     75.010 -9999 -99999.   ...  0   3647-99
2007-04-07 15:24 9999-99-99 99:99     74.640 -9999 -99999.   ...  0   3648-99
2007-04-14 16:31 9999-99-99 99:99     64.310 -9999 -99999.   ...  0   4493-99
2007-04-14 16:31 9999-99-99 99:99     64.480 -9999 -99999.   ...  0   4494-99
2007-04-20 16:06 9999-99-99 99:99     53.910 -9999 -99999.   ...  0   3575-99
2007-04-20 16:06 9999-99-99 99:99     53.880 -9999 -99999.   ...  0   3576-99
2007-04-29 15:15 9999-99-99 99:99     56.550 -9999 -99999.   ...  0   4125-99
2007-04-29 15:15 9999-99-99 99:99     57.450 -9999 -99999.   ...  0   4126-99
2007-05-06 15:28 9999-99-99 99:99     55.880 -9999 -99999.   ...  0   3093-99
2007-05-06 15:28 9999-99-99 99:99     57.280 -9999 -99999.   ...  0   3094-99
2007-05-13 15:43 9999-99-99 99:99     55.960 -9999 -99999.   ...  0   4153-99
2007-05-13 15:43 9999-99-99 99:99     56.120 -9999 -99999.   ...  0   4154-99
2007-05-19 15:29 9999-99-99 99:99     56.710 -9999 -99999.   ...  0   3611-99
2007-05-19 15:29 9999-99-99 99:99     56.700 -9999 -99999.   ...  0   3612-99
2007-05-27 15:08 9999-99-99 99:99     60.650 -9999 -99999.   ...  0   2407-99
2007-05-27 15:08 9999-99-99 99:99     60.070 -9999 -99999.   ...  0   2408-99
2007-06-03 15:12 9999-99-99 99:99     63.190 -9999 -99999.   ...  0   2197-99
2007-06-03 15:12 9999-99-99 99:99     62.890 -9999 -99999.   ...  0   2198-99
2007-06-11 15:30 9999-99-99 99:99     63.510 -9999 -99999.   ...  0   2973-99
2007-06-11 15:30 9999-99-99 99:99     63.160 -9999 -99999.   ...  0   2974-99
2007-06-18 15:23 9999-99-99 99:99     59.510 -9999 -99999.   ...  0    529-99
2007-06-18 15:23 9999-99-99 99:99     59.900 -9999 -99999.   ...  0    530-99
2007-06-23 15:24 9999-99-99 99:99     68.570 -9999 -99999.   ...  0   4095-99
2007-06-23 15:24 9999-99-99 99:99     69.900 -9999 -99999.   ...  0   4096-99
2007-06-29 15:58 9999-99-99 99:99     62.750 -9999 -99999.   ...  0   1517-99
2007-06-29 15:58 9999-99-99 99:99     62.350 -9999 -99999.   ...  0   1518-99
2007-07-09 16:13 9999-99-99 99:99     58.210 -9999 -99999.   ...  0    829-99
2007-07-09 16:13 9999-99-99 99:99     57.110 -9999 -99999.   ...  0    830-99
2007-07-16 16:12 9999-99-99 99:99     72.860 -9999 -99999.   ...  0   4131-99
2007-07-16 16:12 9999-99-99 99:99     72.240 -9999 -99999.   ...  0   4132-99
2007-07-21 16:35 9999-99-99 99:99     71.350 -9999 -99999.   ...  0   2273-99
2007-07-21 16:35 9999-99-99 99:99     71.840 -9999 -99999.   ...  0   2274-99
2007-07-29 15:49 9999-99-99 99:99     82.850 -9999 -99999.   ...  0   3579-99
2007-07-29 15:49 9999-99-99 99:99     82.790 -9999 -99999.   ...  0   3580-99
2007-08-05 16:12 9999-99-99 99:99     60.680 -9999 -99999.   ...  0   1437-99
2007-08-05 16:12 9999-99-99 99:99     60.850 -9999 -99999.   ...  0   1438-99
2007-08-10 15:45 9999-99-99 99:99     70.350 -9999 -99999.   ...  0   3865-99
2007-08-10 15:45 9999-99-99 99:99     70.040 -9999 -99999.   ...  0   3866-99
2007-08-18 15:19 9999-99-99 99:99     64.170 -9999 -99999.   ...  0    319-99
2007-08-18 15:19 9999-99-99 99:99     64.050 -9999 -99999.   ...  0    320-99
2007-08-24 15:51 9999-99-99 99:99     67.100 -9999 -99999.   ...  0   3007-99
2007-08-24 15:51 9999-99-99 99:99     66.690 -9999 -99999.   ...  0   3008-99
2007-09-01 15:25 9999-99-99 99:99     77.930 -9999 -99999.   ...  0      5-99
2007-09-01 15:25 9999-99-99 99:99     78.270 -9999 -99999.   ...  0      6-99
2007-09-07 16:20 9999-99-99 99:99     68.580 -9999 -99999.   ...  0    537-99
2007-09-07 16:20 9999-99-99 99:99     67.850 -9999 -99999.   ...  0    538-99
2008-03-14 14:54 9999-99-99 99:99     84.850 -9999 -99999.   ...  0   1475-99
2008-03-14 14:54 9999-99-99 99:99     85.570 -9999 -99999.   ...  0   1476-99
2008-03-22 15:21 9999-99-99 99:99     58.660 -9999 -99999.   ...  0   6047-66
2008-03-22 15:21 9999-99-99 99:99     60.070 -9999 -99999.   ...  0   6048-66
