C01 TITLE: CO event sampling data 
C02 FILE NAME: poc9xxx00.noaa.am.fl.co.05s.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 899
C05 HEADER LINES: 32
C06 DATA VERSION: 201708
C07 STATION NAME: Pacific Ocean 
C08 STATION CATEGORY: 
C09 OBSERVATION CATEGORY: Air sampling observation by a mobile platform
C10 COUNTRY/TERRITORY: United States of America
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: 
C13 LONGITUDE: 
C14 ALTITUDE: 10
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: paul.c.novelli@noaa.gov
C18 PARAMETER: CO
C19 COVERING PERIOD: 1988-07-17 2016-12-23
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: ppb
C22 MEASUREMENT METHOD: GC-HgO
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: WMO CO scale
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31
C32   DATE  TIME       DATE  TIME     LAT      LON     ALT         CO    ND      SD     F CS       REM
1988-07-17 14:00 9999-99-99 99:99  -5.020 -154.800    20.0 -99999.999 -9999 -99999.   R..  0   3132-86
1988-07-17 14:00 9999-99-99 99:99  -5.020 -154.800    20.0 -99999.999 -9999 -99999.   R..  0   3132-86
1988-07-17 14:00 9999-99-99 99:99  -5.020 -154.800    20.0 -99999.999 -9999 -99999.   R..  0   3172-86
1988-07-17 14:00 9999-99-99 99:99  -5.020 -154.800    20.0 -99999.999 -9999 -99999.   R..  0   3172-86
1988-08-07 00:10 9999-99-99 99:99  -5.000 -169.720    20.0 -99999.999 -9999 -99999.   R..  0   3048-86
1988-08-07 00:10 9999-99-99 99:99  -5.000 -169.720    20.0 -99999.999 -9999 -99999.   R..  0   3048-86
1988-08-31 23:42 9999-99-99 99:99  -5.030 -160.730    20.0    202.220 -9999 -99999.   S..  0   3134-86
1988-08-31 23:42 9999-99-99 99:99  -5.030 -160.730    20.0    200.960 -9999 -99999.   S..  0   3134-86
1989-02-09 19:20 9999-99-99 99:99  -4.220 -169.380    20.0 -99999.999 -9999 -99999.   *..  0   3098-70
1989-02-09 19:20 9999-99-99 99:99  -4.220 -169.380    20.0 -99999.999 -9999 -99999.   *..  0   3098-70
1989-04-20 19:01 9999-99-99 99:99  -5.000 -165.580    20.0 -99999.999 -9999 -99999.   *..  0   3014-70
1989-04-20 19:01 9999-99-99 99:99  -5.000 -165.580    20.0    161.660 -9999 -99999.   W..  0   3014-70
1989-05-09 06:53 9999-99-99 99:99  -5.000 -169.720    20.0    145.130 -9999 -99999.   W..  0   3042-70
1989-05-09 06:53 9999-99-99 99:99  -5.000 -169.720    20.0    151.670 -9999 -99999.   W..  0   3042-70
1989-06-05 14:00 9999-99-99 99:99  -5.000 -165.720    20.0    105.560 -9999 -99999.   W..  0   3204-70
1989-06-05 14:00 9999-99-99 99:99  -5.000 -165.720    20.0    105.720 -9999 -99999.   W..  0   3204-70
1989-06-05 14:00 9999-99-99 99:99  -5.000 -165.720    20.0 -99999.999 -9999 -99999.   *..  0   3204-70
1989-06-26 06:17 9999-99-99 99:99  -5.000 -169.680    20.0    104.120 -9999 -99999.   W..  0   3016-70
1989-06-26 06:17 9999-99-99 99:99  -5.000 -169.680    20.0    106.600 -9999 -99999.   W..  0   3016-70
1989-07-21 04:00 9999-99-99 99:99  -5.000 -154.730    20.0    134.140 -9999 -99999.   W..  0   3078-70
1989-07-21 04:00 9999-99-99 99:99  -5.000 -154.730    20.0    131.600 -9999 -99999.   W..  0   3078-70
1989-09-11 12:15 9999-99-99 99:99  -5.000 -165.720    20.0    139.550 -9999 -99999.   W..  0   3150-70
1989-09-11 12:15 9999-99-99 99:99  -5.000 -165.720    20.0    140.610 -9999 -99999.   W..  0   3150-70
1989-09-11 12:15 9999-99-99 99:99  -5.000 -165.720    20.0    143.540 -9999 -99999.   W..  0   3150-70
1989-10-03 03:20 9999-99-99 99:99  -4.670 -172.780    20.0    125.890 -9999 -99999.   W..  0   3128-70
1989-10-03 03:20 9999-99-99 99:99  -4.670 -172.780    20.0    127.000 -9999 -99999.   W..  0   3128-70
1989-11-02 11:05 9999-99-99 99:99  -5.000 -165.520    20.0 -99999.999 -9999 -99999.   *..  0   3130-70
1989-11-02 11:05 9999-99-99 99:99  -5.000 -165.520    20.0 -99999.999 -9999 -99999.   *..  0   3130-70
1989-11-25 02:10 9999-99-99 99:99  -5.000 -169.670    20.0    115.790 -9999 -99999.   W..  0   3133-70
1989-11-25 02:10 9999-99-99 99:99  -5.000 -169.670    20.0    116.890 -9999 -99999.   W..  0   3133-70
1989-12-21 04:59 9999-99-99 99:99  -5.000 -160.620    20.0    109.880 -9999 -99999.   W..  0   3188-70
1990-01-11 06:20 9999-99-99 99:99  -5.000 -169.750    20.0    110.240 -9999 -99999.   W..  0   3158-70
1990-01-11 06:20 9999-99-99 99:99  -5.000 -169.750    20.0    109.570 -9999 -99999.   W..  0   3158-70
1990-02-04 22:05 9999-99-99 99:99  -5.000 -160.770    20.0    137.770 -9999 -99999.   W..  0   3052-70
1990-02-04 22:05 9999-99-99 99:99  -5.000 -160.770    20.0    137.960 -9999 -99999.   W..  0   3052-70
1990-02-28 19:05 9999-99-99 99:99  -5.000 -145.100    20.0    113.690 -9999 -99999.   W..  0   3091-70
1990-02-28 19:05 9999-99-99 99:99  -5.000 -145.100    20.0    114.380 -9999 -99999.   W..  0   3091-70
1990-02-28 19:05 9999-99-99 99:99  -5.000 -145.100    20.0    113.260 -9999 -99999.   W..  0   3091-70
1990-05-30 17:40 9999-99-99 99:99  -5.000 -165.850    20.0     78.230 -9999 -99999.   ...  0   6056-66
1990-05-30 17:40 9999-99-99 99:99  -5.000 -165.850    20.0     76.340 -9999 -99999.   ...  0   6056-66
1990-06-24 17:00 9999-99-99 99:99  -5.000 -145.500    20.0     72.590 -9999 -99999.   ...  0   6032-66
1990-06-24 17:00 9999-99-99 99:99  -5.000 -145.500    20.0     72.760 -9999 -99999.   ...  0   6032-66
1990-07-17 14:35 9999-99-99 99:99  -5.080 -166.220    20.0     65.540 -9999 -99999.   ...  0   6170-66
1990-07-17 14:35 9999-99-99 99:99  -5.080 -166.220    20.0     63.890 -9999 -99999.   ...  0   6170-66
1990-08-04 01:15 9999-99-99 99:99  -4.920 -169.580    20.0     76.670 -9999 -99999.   *..  0   6120-66
1990-08-04 01:15 9999-99-99 99:99  -4.920 -169.580    20.0 -99999.999 -9999 -99999.   *..  0   6120-66
1990-09-22 13:08 9999-99-99 99:99  -5.000 -172.780    20.0     75.050 -9999 -99999.   *..  0   6190-66
1990-09-22 13:08 9999-99-99 99:99  -5.000 -172.780    20.0 -99999.999 -9999 -99999.   *..  0   6190-66
1990-09-22 13:08 9999-99-99 99:99  -5.000 -172.780    20.0     77.850 -9999 -99999.   ...  0   6190-66
1990-10-05 12:34 9999-99-99 99:99  -5.000 -158.550    20.0    105.000 -9999 -99999.   W..  0   3128-70
1990-10-05 12:34 9999-99-99 99:99  -5.000 -158.550    20.0    106.180 -9999 -99999.   W..  0   3128-70
1990-10-26 02:32 9999-99-99 99:99  -5.000 -172.930    20.0    103.480 -9999 -99999.   W..  0   3105-70
1990-10-26 02:32 9999-99-99 99:99  -5.000 -172.930    20.0    104.060 -9999 -99999.   W..  0   3105-70
1990-11-11 10:59 9999-99-99 99:99  -5.000  172.680    20.0     67.430 -9999 -99999.   ...  0   6042-66
1990-11-11 10:59 9999-99-99 99:99  -5.000  172.680    20.0     66.270 -9999 -99999.   ...  0   6042-66
1990-11-21 10:00 9999-99-99 99:99  -5.000 -160.420    20.0     79.120 -9999 -99999.   W..  0   3170-70
1990-11-21 10:00 9999-99-99 99:99  -5.000 -160.420    20.0     79.630 -9999 -99999.   W..  0   3170-70
1990-12-09 06:39 9999-99-99 99:99  -5.000 -161.080    20.0    173.420 -9999 -99999.   .X.  0   6329-66
1990-12-09 06:39 9999-99-99 99:99  -5.000 -161.080    20.0    176.240 -9999 -99999.   .X.  0   6329-66
1990-12-16 06:20 9999-99-99 99:99  -5.000 -153.250    20.0    124.830 -9999 -99999.   W..  0   3140-70
1990-12-16 06:20 9999-99-99 99:99  -5.000 -153.250    20.0    124.150 -9999 -99999.   W..  0   3140-70
1991-01-10 01:50 9999-99-99 99:99  -5.000 -165.730    20.0    122.220 -9999 -99999.   W..  0   3182-70
1991-01-10 01:50 9999-99-99 99:99  -5.000 -165.730    20.0    122.880 -9999 -99999.   W..  0   3182-70
1991-01-27 19:33 9999-99-99 99:99  -5.000 -165.830    20.0     70.160 -9999 -99999.   ...  0   6044-66
