C01 TITLE: CO event sampling data 
C02 FILE NAME: cpt134s00.noaa.as.fl.co.nl.ev.dat 
C03 DATA FORMAT: Version 1.0
C04 TOTAL LINES: 546
C05 HEADER LINES: 38
C06 DATA VERSION: 201708
C07 STATION NAME: Cape Point 
C08 STATION CATEGORY: Global
C09 OBSERVATION CATEGORY: Air sampling observation at a stationary platform
C10 COUNTRY/TERRITORY: South Africa
C11 CONTRIBUTOR: NOAA/ESRL
C12 LATITUDE: -34.35
C13 LONGITUDE: 18.48
C14 ALTITUDE: 230
C15 NUMBER OF SAMPLING HEIGHTS: 1
C16 SAMPLING HEIGHTS: 
C17 CONTACT POINT: paul.c.novelli@noaa.gov
C18 PARAMETER: CO
C19 COVERING PERIOD: 2010-02-11 2016-12-22
C20 TIME INTERVAL: event
C21 MEASUREMENT UNIT: ppb
C22 MEASUREMENT METHOD: GC-HgO
C23 SAMPLING TYPE: flask
C24 TIME ZONE: UTC
C25 MEASUREMENT SCALE: WMO CO scale  
C26 DATA POLICY: This is a formal notification for data users. "For scientific purposes, access to these data is unlimited
C27 and provided without charge. By their use you accept that an offer of co-authorship will be made through personal contact
C28 with the data providers or owners whenever substantial use is made of their data. In all cases, an acknowledgement
C29 must be made to the data providers or owners and the data centre when these data are used within a publication."
C30 COMMENT:
C31 # comment:  ************ COLLABORATORS ***************
C32 # comment: 
C33 # comment: NOAA thanks the following collaborators without
C34 # comment: whom these measurements would not be possible.
C35 # comment: 
C36 # collaborator_name: South African Weather Service [SAWS]
C37 # comment: 
C38   DATE  TIME       DATE  TIME         CO    ND      SD     F CS       REM
2010-02-11 08:53 9999-99-99 99:99     40.520 -9999 -99999.   ...  0    150-99
2010-02-11 08:53 9999-99-99 99:99     40.270 -9999 -99999.   ...  0   2332-99
2010-02-18 08:57 9999-99-99 99:99     44.340 -9999 -99999.   ...  0   4712-99
2010-02-18 08:57 9999-99-99 99:99     43.350 -9999 -99999.   ...  0    973-99
2010-02-22 09:01 9999-99-99 99:99     44.540 -9999 -99999.   ...  0   1302-99
2010-02-22 09:01 9999-99-99 99:99     44.300 -9999 -99999.   ...  0   4765-99
2010-02-25 10:11 9999-99-99 99:99     43.280 -9999 -99999.   ...  0      1-99
2010-02-25 10:11 9999-99-99 99:99     43.020 -9999 -99999.   ...  0   1061-99
2010-03-10 09:50 9999-99-99 99:99     41.300 -9999 -99999.   ...  0   4314-99
2010-03-15 10:47 9999-99-99 99:99     47.240 -9999 -99999.   ...  0   4190-99
2010-03-15 10:47 9999-99-99 99:99     47.040 -9999 -99999.   ...  0   4553-99
2010-03-18 10:06 9999-99-99 99:99     43.140 -9999 -99999.   ...  0   1467-99
2010-03-18 10:06 9999-99-99 99:99     42.940 -9999 -99999.   ...  0    409-99
2010-03-29 10:15 9999-99-99 99:99     45.380 -9999 -99999.   ...  0   1321-99
2010-03-29 10:15 9999-99-99 99:99     45.120 -9999 -99999.   ...  0   3893-99
2010-04-01 08:17 9999-99-99 99:99     52.390 -9999 -99999.   ...  0   1410-99
2010-04-01 08:17 9999-99-99 99:99     52.560 -9999 -99999.   ...  0    264-99
2010-04-06 09:05 9999-99-99 99:99     48.280 -9999 -99999.   ...  0   2393-99
2010-04-06 09:05 9999-99-99 99:99     50.010 -9999 -99999.   ...  0   4112-99
2010-04-15 10:59 9999-99-99 99:99     43.940 -9999 -99999.   ...  0   1296-99
2010-04-15 10:59 9999-99-99 99:99     44.010 -9999 -99999.   ...  0   1592-99
2010-04-28 10:02 9999-99-99 99:99     46.420 -9999 -99999.   ...  0   2084-99
2010-04-28 10:02 9999-99-99 99:99     46.480 -9999 -99999.   ...  0   4613-99
2010-05-07 08:30 9999-99-99 99:99     46.340 -9999 -99999.   ...  0    183-99
2010-05-07 08:30 9999-99-99 99:99     46.130 -9999 -99999.   ...  0    735-99
2010-05-24 11:13 9999-99-99 99:99     48.740 -9999 -99999.   ...  0   4051-99
2010-05-24 11:13 9999-99-99 99:99     49.090 -9999 -99999.   ...  0    807-99
2010-05-31 08:14 9999-99-99 99:99     55.010 -9999 -99999.   ...  0   1699-99
2010-05-31 08:14 9999-99-99 99:99     55.810 -9999 -99999.   ...  0   4331-99
2010-06-10 09:22 9999-99-99 99:99     55.410 -9999 -99999.   ...  0   2402-99
2010-06-10 09:22 9999-99-99 99:99     55.490 -9999 -99999.   ...  0   4967-99
2010-06-14 09:47 9999-99-99 99:99     51.530 -9999 -99999.   ...  0   1113-99
2010-06-14 09:47 9999-99-99 99:99     51.200 -9999 -99999.   ...  0   2865-99
2010-06-25 09:06 9999-99-99 99:99     63.730 -9999 -99999.   ...  0   3019-99
2010-06-25 09:06 9999-99-99 99:99     63.710 -9999 -99999.   ...  0   3968-99
2010-07-01 06:35 9999-99-99 99:99     61.300 -9999 -99999.   ...  0   3833-99
2010-07-01 06:35 9999-99-99 99:99     60.860 -9999 -99999.   ...  0    785-99
2010-07-06 07:40 9999-99-99 99:99     55.220 -9999 -99999.   ...  0   1247-99
2010-07-06 07:40 9999-99-99 99:99     55.130 -9999 -99999.   ...  0    923-99
2010-07-15 11:28 9999-99-99 99:99     56.050 -9999 -99999.   ...  0   2789-99
2010-07-15 11:28 9999-99-99 99:99     56.170 -9999 -99999.   ...  0    947-99
2010-07-29 08:50 9999-99-99 99:99     60.690 -9999 -99999.   ...  0   1321-99
2010-07-29 08:50 9999-99-99 99:99     59.940 -9999 -99999.   ...  0   2888-99
2010-08-10 08:52 9999-99-99 99:99     66.750 -9999 -99999.   ...  0   4572-99
2010-08-10 08:52 9999-99-99 99:99     66.230 -9999 -99999.   ...  0   5220-99
2010-08-16 09:12 9999-99-99 99:99     64.610 -9999 -99999.   ...  0    409-99
2010-08-16 09:12 9999-99-99 99:99     65.910 -9999 -99999.   ...  0   4219-99
2010-08-23 08:38 9999-99-99 99:99     64.490 -9999 -99999.   ...  0   1760-99
2010-08-23 08:38 9999-99-99 99:99     65.050 -9999 -99999.   ...  0   3644-99
2010-09-02 10:57 9999-99-99 99:99     86.820 -9999 -99999.   P..  0   4190-99
2010-09-02 10:57 9999-99-99 99:99     81.490 -9999 -99999.   P..  0    743-99
2010-09-06 08:35 9999-99-99 99:99     63.050 -9999 -99999.   ...  0   1407-99
2010-09-06 08:35 9999-99-99 99:99     62.780 -9999 -99999.   ...  0   1467-99
2010-09-16 08:54 9999-99-99 99:99     64.260 -9999 -99999.   ...  0   1246-99
2010-09-16 08:54 9999-99-99 99:99     63.960 -9999 -99999.   ...  0   4616-99
2010-09-23 08:39 9999-99-99 99:99     79.080 -9999 -99999.   .X.  0   1069-99
2010-09-23 08:39 9999-99-99 99:99     77.300 -9999 -99999.   ...  0   4740-99
2010-09-30 09:10 9999-99-99 99:99     72.540 -9999 -99999.   ...  0   3744-99
2010-09-30 09:10 9999-99-99 99:99     71.930 -9999 -99999.   ...  0   3811-99
2010-10-04 09:01 9999-99-99 99:99     73.640 -9999 -99999.   ...  0   2331-99
2010-10-04 09:01 9999-99-99 99:99     73.860 -9999 -99999.   ...  0   3700-99
2010-10-18 11:04 9999-99-99 99:99     74.170 -9999 -99999.   ...  0   2283-99
2010-10-18 11:04 9999-99-99 99:99     73.810 -9999 -99999.   ...  0    333-99
2010-10-25 08:30 9999-99-99 99:99     68.580 -9999 -99999.   ...  0   2005-99
2010-10-25 08:30 9999-99-99 99:99     68.220 -9999 -99999.   ...  0   2835-99
2010-11-01 08:32 9999-99-99 99:99     73.810 -9999 -99999.   ...  0   2804-99
2010-11-01 08:32 9999-99-99 99:99     74.880 -9999 -99999.   ...  0   3616-99
2010-11-08 09:32 9999-99-99 99:99     78.670 -9999 -99999.   ...  0    239-99
2010-11-08 09:32 9999-99-99 99:99     78.440 -9999 -99999.   ...  0   3036-99
2010-11-15 09:00 9999-99-99 99:99     71.910 -9999 -99999.   ...  0   1699-99
2010-11-15 09:00 9999-99-99 99:99     71.830 -9999 -99999.   ...  0   3860-99
2010-11-22 08:59 9999-99-99 99:99     67.110 -9999 -99999.   ...  0   4051-99
2010-11-22 08:59 9999-99-99 99:99     67.040 -9999 -99999.   ...  0    733-99
2010-11-30 09:01 9999-99-99 99:99     63.620 -9999 -99999.   ...  0   1855-99
2010-11-30 09:01 9999-99-99 99:99     63.530 -9999 -99999.   ...  0   2679-99
2010-12-02 08:59 9999-99-99 99:99     60.670 -9999 -99999.   ...  0   1472-99
2010-12-02 08:59 9999-99-99 99:99     60.710 -9999 -99999.   ...  0   1592-99
2010-12-06 08:59 9999-99-99 99:99     59.880 -9999 -99999.   ...  0   2830-99
2010-12-06 08:59 9999-99-99 99:99     59.260 -9999 -99999.   ...  0   4326-99
2010-12-13 09:37 9999-99-99 99:99     56.900 -9999 -99999.   ...  0   2300-99
2010-12-13 09:37 9999-99-99 99:99     56.330 -9999 -99999.   ...  0   5113-99
2010-12-27 05:05 9999-99-99 99:99     50.260 -9999 -99999.   ...  0   2764-99
2010-12-27 05:05 9999-99-99 99:99     50.590 -9999 -99999.   ...  0     73-99
2011-01-10 09:00 9999-99-99 99:99     47.590 -9999 -99999.   ...  0   3254-99
2011-01-10 09:00 9999-99-99 99:99     47.580 -9999 -99999.   ...  0    460-99
2011-01-17 08:56 9999-99-99 99:99     46.790 -9999 -99999.   ...  0   2691-99
2011-01-17 09:31 9999-99-99 99:99     46.500 -9999 -99999.   ...  0   4104-99
2011-01-17 09:31 9999-99-99 99:99     45.900 -9999 -99999.   ...  0   4407-99
2011-01-24 09:29 9999-99-99 99:99     46.310 -9999 -99999.   ...  0   3766-99
2011-01-24 09:29 9999-99-99 99:99     46.340 -9999 -99999.   ...  0   4731-99
2011-01-31 08:30 9999-99-99 99:99     49.350 -9999 -99999.   ...  0   1237-99
2011-01-31 08:30 9999-99-99 99:99     48.970 -9999 -99999.   ...  0   2887-99
2011-02-14 09:02 9999-99-99 99:99     59.920 -9999 -99999.   .X.  0   1464-99
2011-02-14 09:02 9999-99-99 99:99     60.210 -9999 -99999.   .X.  0   4322-99
2011-02-21 08:30 9999-99-99 99:99     42.260 -9999 -99999.   ...  0   2798-99
2011-02-21 08:30 9999-99-99 99:99     42.100 -9999 -99999.   ...  0   3895-99
2011-02-28 08:32 9999-99-99 99:99     48.520 -9999 -99999.   ...  0   1101-99
2011-02-28 08:32 9999-99-99 99:99     47.630 -9999 -99999.   ...  0   2526-99
2011-03-14 08:30 9999-99-99 99:99     42.750 -9999 -99999.   ...  0   1765-99
2011-03-14 08:30 9999-99-99 99:99     43.060 -9999 -99999.   ...  0   2879-99
2011-03-17 08:35 9999-99-99 99:99     46.420 -9999 -99999.   ...  0   2173-99
2011-03-17 08:35 9999-99-99 99:99     46.150 -9999 -99999.   ...  0   2562-99
2011-03-24 12:00 9999-99-99 99:99     49.410 -9999 -99999.   ...  0   1082-99
2011-03-24 12:00 9999-99-99 99:99     50.400 -9999 -99999.   ...  0   3042-99
2011-04-26 08:43 9999-99-99 99:99     44.390 -9999 -99999.   .X.  0   1841-99
2011-04-26 08:43 9999-99-99 99:99     44.590 -9999 -99999.   .X.  0   4377-99
2011-04-26 08:53 9999-99-99 99:99     44.340 -9999 -99999.   .X.  0   2783-99
2011-04-26 08:53 9999-99-99 99:99     44.050 -9999 -99999.   .X.  0   4183-99
2011-04-29 09:00 9999-99-99 99:99     63.780 -9999 -99999.   ...  0   2974-99
2011-04-29 09:00 9999-99-99 99:99     63.610 -9999 -99999.   ...  0   3227-99
2011-04-29 11:32 9999-99-99 99:99     59.170 -9999 -99999.   ...  0   1315-99
2011-04-29 11:32 9999-99-99 99:99     56.910 -9999 -99999.   .X.  0   2459-99
2011-05-03 12:34 9999-99-99 99:99     72.390 -9999 -99999.   ...  0    772-99
2011-05-03 12:34 9999-99-99 99:99     72.920 -9999 -99999.   ...  0    846-99
2011-05-09 10:57 9999-99-99 99:99    140.460 -9999 -99999.   P..  0   1859-99
2011-05-09 10:57 9999-99-99 99:99    145.790 -9999 -99999.   P..  0    317-99
2011-05-19 08:33 9999-99-99 99:99     48.960 -9999 -99999.   A..  0   2100-99
2011-05-19 08:33 9999-99-99 99:99     48.660 -9999 -99999.   A..  0   4566-99
2011-05-23 09:31 9999-99-99 99:99     48.600 -9999 -99999.   A..  0    320-99
2011-05-23 09:31 9999-99-99 99:99     48.340 -9999 -99999.   A..  0   4265-99
2011-06-09 09:17 9999-99-99 99:99     56.650 -9999 -99999.   ...  0   1136-99
2011-06-09 09:17 9999-99-99 99:99     56.660 -9999 -99999.   ...  0    663-99
2011-06-16 08:05 9999-99-99 99:99     50.030 -9999 -99999.   ...  0   1699-99
2011-06-16 08:05 9999-99-99 99:99     50.750 -9999 -99999.   ...  0     35-99
2011-06-23 09:28 9999-99-99 99:99     51.960 -9999 -99999.   ...  0   2757-99
2011-06-23 09:28 9999-99-99 99:99     51.130 -9999 -99999.   ...  0   3670-99
2011-06-27 09:01 9999-99-99 99:99     54.600 -9999 -99999.   ...  0   1026-99
2011-06-27 09:01 9999-99-99 99:99     54.030 -9999 -99999.   ...  0   3930-99
2011-07-04 09:00 9999-99-99 99:99     54.130 -9999 -99999.   ...  0   1452-99
2011-07-04 09:00 9999-99-99 99:99     54.600 -9999 -99999.   ...  0   2777-99
2011-07-22 08:17 9999-99-99 99:99     54.770 -9999 -99999.   ...  0   2585-99
2011-07-22 08:17 9999-99-99 99:99     55.320 -9999 -99999.   ...  0    567-99
2011-07-28 09:00 9999-99-99 99:99     65.060 -9999 -99999.   N..  0   1196-99
2011-07-28 09:00 9999-99-99 99:99     64.840 -9999 -99999.   N..  0   4751-99
2011-08-01 09:33 9999-99-99 99:99     70.830 -9999 -99999.   .X.  0   2503-99
2011-08-01 09:33 9999-99-99 99:99     70.620 -9999 -99999.   .X.  0   4917-99
2011-08-08 08:35 9999-99-99 99:99     68.430 -9999 -99999.   N..  0   1450-99
2011-08-08 08:35 9999-99-99 99:99     68.470 -9999 -99999.   N..  0   4511-99
2011-08-25 09:00 9999-99-99 99:99     63.390 -9999 -99999.   ...  0   1994-99
2011-08-25 09:00 9999-99-99 99:99     64.240 -9999 -99999.   ...  0   5267-99
2011-09-03 09:01 9999-99-99 99:99     58.850 -9999 -99999.   ...  0   2394-99
2011-09-03 09:01 9999-99-99 99:99     59.810 -9999 -99999.   ...  0   2821-99
2011-09-15 08:30 9999-99-99 99:99     66.910 -9999 -99999.   ...  0   3087-99
2011-09-15 08:30 9999-99-99 99:99     66.690 -9999 -99999.   ...  0   3096-99
2011-09-19 09:10 9999-99-99 99:99     63.000 -9999 -99999.   ...  0   3732-99
2011-09-19 09:10 9999-99-99 99:99     62.820 -9999 -99999.   ...  0    424-99
2011-09-26 09:47 9999-99-99 99:99     69.630 -9999 -99999.   ...  0   1889-99
2011-10-10 10:04 9999-99-99 99:99     75.800 -9999 -99999.   ...  0   2504-99
2011-10-10 10:04 9999-99-99 99:99     75.590 -9999 -99999.   ...  0   3128-99
2011-10-20 08:31 9999-99-99 99:99     64.610 -9999 -99999.   ...  0   2395-99
2011-10-20 08:31 9999-99-99 99:99     64.360 -9999 -99999.   ...  0   4837-99
2011-10-24 09:00 9999-99-99 99:99     62.000 -9999 -99999.   ...  0   1495-99
